ID,Manufacturer,Model,Capacity,Carrier,Brand New Price,Like New Price,Good Price,Minor Damage Price,Damaged Price,Deeplink
3744-16-10-6,Apple,iPhone 17 Pro,256GB,Unlocked,845.0,795.0,715.0,300.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-6-25-6,Apple,iPhone 17 Pro,512GB,AT&T,795.0,745.0,665.0,370.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-9-25-6,Apple,iPhone 17 Pro,512GB,T-Mobile,870.0,820.0,740.0,345.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-7-25-6,Apple,iPhone 17 Pro,512GB,Verizon,695.0,645.0,565.0,320.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-10-25-6,Apple,iPhone 17 Pro,512GB,Other,495.0,445.0,365.0,200.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-16-25-6,Apple,iPhone 17 Pro,512GB,Unlocked,945.0,895.0,815.0,420.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-6-26-6,Apple,iPhone 17 Pro,1TB,AT&T,845.0,795.0,715.0,410.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-9-26-6,Apple,iPhone 17 Pro,1TB,T-Mobile,920.0,870.0,790.0,385.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-7-26-6,Apple,iPhone 17 Pro,1TB,Verizon,745.0,695.0,615.0,360.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-10-26-6,Apple,iPhone 17 Pro,1TB,Other,545.0,495.0,415.0,260.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3744-16-26-6,Apple,iPhone 17 Pro,1TB,Unlocked,995.0,945.0,865.0,460.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro
3745-6-10-6,Apple,iPhone 17 Pro Max,256GB,AT&T,835.0,785.0,735.0,250.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-9-10-6,Apple,iPhone 17 Pro Max,256GB,T-Mobile,850.0,800.0,750.0,275.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-7-10-6,Apple,iPhone 17 Pro Max,256GB,Verizon,755.0,705.0,655.0,300.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-10-10-6,Apple,iPhone 17 Pro Max,256GB,Other,455.0,405.0,355.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-16-10-6,Apple,iPhone 17 Pro Max,256GB,Unlocked,955.0,905.0,855.0,350.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-6-25-6,Apple,iPhone 17 Pro Max,512GB,AT&T,935.0,885.0,835.0,280.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-9-25-6,Apple,iPhone 17 Pro Max,512GB,T-Mobile,950.0,900.0,850.0,305.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-7-25-6,Apple,iPhone 17 Pro Max,512GB,Verizon,855.0,805.0,755.0,330.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-10-25-6,Apple,iPhone 17 Pro Max,512GB,Other,555.0,505.0,455.0,130.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-16-25-6,Apple,iPhone 17 Pro Max,512GB,Unlocked,1055.0,1005.0,955.0,380.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-6-26-6,Apple,iPhone 17 Pro Max,1TB,AT&T,1000.0,950.0,900.0,320.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-9-26-6,Apple,iPhone 17 Pro Max,1TB,T-Mobile,1015.0,965.0,915.0,345.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-7-26-6,Apple,iPhone 17 Pro Max,1TB,Verizon,920.0,870.0,820.0,370.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-10-26-6,Apple,iPhone 17 Pro Max,1TB,Other,620.0,570.0,520.0,170.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-16-26-6,Apple,iPhone 17 Pro Max,1TB,Unlocked,1120.0,1070.0,1020.0,420.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-6-36-6,Apple,iPhone 17 Pro Max,2TB,AT&T,1035.0,985.0,935.0,400.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-9-36-6,Apple,iPhone 17 Pro Max,2TB,T-Mobile,1050.0,1000.0,950.0,425.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-7-36-6,Apple,iPhone 17 Pro Max,2TB,Verizon,955.0,905.0,855.0,450.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-10-36-6,Apple,iPhone 17 Pro Max,2TB,Other,655.0,605.0,555.0,250.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3745-16-36-6,Apple,iPhone 17 Pro Max,2TB,Unlocked,1155.0,1105.0,1055.0,500.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-17-pro-max
3746-6-10-6,Apple,iPhone Air,256GB,AT&T,550.0,500.0,430.0,180.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-9-10-6,Apple,iPhone Air,256GB,T-Mobile,525.0,475.0,405.0,155.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-7-10-6,Apple,iPhone Air,256GB,Verizon,550.0,500.0,430.0,180.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-10-10-6,Apple,iPhone Air,256GB,Other,300.0,250.0,180.0,90.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-16-10-6,Apple,iPhone Air,256GB,Unlocked,650.0,600.0,530.0,230.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-6-25-6,Apple,iPhone Air,512GB,AT&T,610.0,560.0,490.0,260.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-9-25-6,Apple,iPhone Air,512GB,T-Mobile,585.0,535.0,465.0,235.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-7-25-6,Apple,iPhone Air,512GB,Verizon,610.0,560.0,490.0,260.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-10-25-6,Apple,iPhone Air,512GB,Other,360.0,310.0,240.0,155.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-16-25-6,Apple,iPhone Air,512GB,Unlocked,710.0,660.0,590.0,310.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-6-26-6,Apple,iPhone Air,1TB,AT&T,685.0,635.0,565.0,300.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-9-26-6,Apple,iPhone Air,1TB,T-Mobile,660.0,610.0,540.0,275.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-7-26-6,Apple,iPhone Air,1TB,Verizon,685.0,635.0,565.0,300.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-10-26-6,Apple,iPhone Air,1TB,Other,435.0,385.0,315.0,235.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
3746-16-26-6,Apple,iPhone Air,1TB,Unlocked,785.0,735.0,665.0,350.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-air
447-6-9-1,Samsung,Galaxy Note 20,128GB,AT&T,,95.0,75.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20
447-9-9-1,Samsung,Galaxy Note 20,128GB,T-Mobile,,95.0,75.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20
447-7-9-1,Samsung,Galaxy Note 20,128GB,Verizon,,60.0,40.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20
447-16-9-1,Samsung,Galaxy Note 20,128GB,Unlocked,,110.0,90.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20
448-6-9-1,Samsung,Galaxy Note 20 Ultra,128GB,AT&T,,155.0,135.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-9-9-1,Samsung,Galaxy Note 20 Ultra,128GB,T-Mobile,,105.0,85.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-7-9-1,Samsung,Galaxy Note 20 Ultra,128GB,Verizon,,80.0,60.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-16-9-1,Samsung,Galaxy Note 20 Ultra,128GB,Unlocked,,170.0,150.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-6-25-1,Samsung,Galaxy Note 20 Ultra,512GB,AT&T,,165.0,145.0,27.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-9-25-1,Samsung,Galaxy Note 20 Ultra,512GB,T-Mobile,,115.0,95.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-7-25-1,Samsung,Galaxy Note 20 Ultra,512GB,Verizon,,90.0,70.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
448-16-25-1,Samsung,Galaxy Note 20 Ultra,512GB,Unlocked,,190.0,170.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-note-20-ultra
461-6-9-1,Samsung,Galaxy S21,128GB,AT&T,,50.0,35.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21
461-9-9-1,Samsung,Galaxy S21,128GB,T-Mobile,,30.0,15.0,5.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21
461-7-9-1,Samsung,Galaxy S21,128GB,Verizon,,30.0,15.0,5.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21
461-16-9-1,Samsung,Galaxy S21,128GB,Unlocked,,60.0,45.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21
618-6-9-1,Samsung,Galaxy S21 FE,128GB,AT&T,,45.0,35.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-9-9-1,Samsung,Galaxy S21 FE,128GB,T-Mobile,,25.0,15.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-7-9-1,Samsung,Galaxy S21 FE,128GB,Verizon,,20.0,10.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-16-9-1,Samsung,Galaxy S21 FE,128GB,Unlocked,,65.0,55.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-6-10-1,Samsung,Galaxy S21 FE,256GB,AT&T,,65.0,55.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-9-10-1,Samsung,Galaxy S21 FE,256GB,T-Mobile,,45.0,35.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-7-10-1,Samsung,Galaxy S21 FE,256GB,Verizon,,30.0,20.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
618-16-10-1,Samsung,Galaxy S21 FE,256GB,Unlocked,,85.0,75.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-fe
462-6-9-1,Samsung,Galaxy S21 Plus,128GB,AT&T,,55.0,45.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-9-9-1,Samsung,Galaxy S21 Plus,128GB,T-Mobile,,55.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-7-9-1,Samsung,Galaxy S21 Plus,128GB,Verizon,,30.0,20.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-16-9-1,Samsung,Galaxy S21 Plus,128GB,Unlocked,,70.0,60.0,20.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-6-10-1,Samsung,Galaxy S21 Plus,256GB,AT&T,,65.0,55.0,16.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-9-10-1,Samsung,Galaxy S21 Plus,256GB,T-Mobile,,65.0,55.0,11.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-7-10-1,Samsung,Galaxy S21 Plus,256GB,Verizon,,40.0,30.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
462-16-10-1,Samsung,Galaxy S21 Plus,256GB,Unlocked,,80.0,70.0,21.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-plus
463-6-9-1,Samsung,Galaxy S21 Ultra,128GB,AT&T,,90.0,70.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-9-9-1,Samsung,Galaxy S21 Ultra,128GB,T-Mobile,,60.0,40.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-7-9-1,Samsung,Galaxy S21 Ultra,128GB,Verizon,,60.0,40.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-16-9-1,Samsung,Galaxy S21 Ultra,128GB,Unlocked,,100.0,80.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-6-10-1,Samsung,Galaxy S21 Ultra,256GB,AT&T,,100.0,80.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-9-10-1,Samsung,Galaxy S21 Ultra,256GB,T-Mobile,,70.0,50.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-7-10-1,Samsung,Galaxy S21 Ultra,256GB,Verizon,,70.0,50.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-16-10-1,Samsung,Galaxy S21 Ultra,256GB,Unlocked,,110.0,90.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-6-25-1,Samsung,Galaxy S21 Ultra,512GB,AT&T,,105.0,85.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-9-25-1,Samsung,Galaxy S21 Ultra,512GB,T-Mobile,,75.0,55.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-7-25-1,Samsung,Galaxy S21 Ultra,512GB,Verizon,,75.0,55.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
463-16-25-1,Samsung,Galaxy S21 Ultra,512GB,Unlocked,,115.0,95.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s21-ultra
620-6-9-1,Samsung,Galaxy S22,128GB,AT&T,,70.0,55.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-9-9-1,Samsung,Galaxy S22,128GB,T-Mobile,,50.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-7-9-1,Samsung,Galaxy S22,128GB,Verizon,,30.0,15.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-16-9-1,Samsung,Galaxy S22,128GB,Unlocked,,90.0,75.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-6-10-1,Samsung,Galaxy S22,256GB,AT&T,,80.0,65.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-9-10-1,Samsung,Galaxy S22,256GB,T-Mobile,,60.0,45.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-7-10-1,Samsung,Galaxy S22,256GB,Verizon,,40.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
620-16-10-1,Samsung,Galaxy S22,256GB,Unlocked,,100.0,85.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22
1298-6-9-1,Samsung,Galaxy S22 Plus,128GB,AT&T,,80.0,65.0,25.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-9-9-1,Samsung,Galaxy S22 Plus,128GB,T-Mobile,,50.0,35.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-7-9-1,Samsung,Galaxy S22 Plus,128GB,Verizon,,35.0,20.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-16-9-1,Samsung,Galaxy S22 Plus,128GB,Unlocked,,110.0,95.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-6-10-1,Samsung,Galaxy S22 Plus,256GB,AT&T,,90.0,75.0,30.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-9-10-1,Samsung,Galaxy S22 Plus,256GB,T-Mobile,,60.0,45.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-7-10-1,Samsung,Galaxy S22 Plus,256GB,Verizon,,45.0,30.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
1298-16-10-1,Samsung,Galaxy S22 Plus,256GB,Unlocked,,120.0,105.0,35.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-plus
622-6-9-6,Samsung,Galaxy S22 Ultra,128GB,AT&T,165.0,115.0,95.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-9-9-6,Samsung,Galaxy S22 Ultra,128GB,T-Mobile,160.0,110.0,90.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-7-9-6,Samsung,Galaxy S22 Ultra,128GB,Verizon,110.0,60.0,40.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-16-9-6,Samsung,Galaxy S22 Ultra,128GB,Unlocked,195.0,145.0,125.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-6-10-6,Samsung,Galaxy S22 Ultra,256GB,AT&T,180.0,130.0,110.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-9-10-6,Samsung,Galaxy S22 Ultra,256GB,T-Mobile,175.0,125.0,105.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-7-10-6,Samsung,Galaxy S22 Ultra,256GB,Verizon,125.0,75.0,55.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-16-10-6,Samsung,Galaxy S22 Ultra,256GB,Unlocked,210.0,160.0,140.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-6-25-6,Samsung,Galaxy S22 Ultra,512GB,AT&T,185.0,135.0,115.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-9-25-6,Samsung,Galaxy S22 Ultra,512GB,T-Mobile,180.0,130.0,110.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-7-25-6,Samsung,Galaxy S22 Ultra,512GB,Verizon,130.0,80.0,60.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-16-25-6,Samsung,Galaxy S22 Ultra,512GB,Unlocked,215.0,165.0,145.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-6-26-6,Samsung,Galaxy S22 Ultra,1TB,AT&T,190.0,140.0,120.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-9-26-6,Samsung,Galaxy S22 Ultra,1TB,T-Mobile,185.0,135.0,115.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-7-26-6,Samsung,Galaxy S22 Ultra,1TB,Verizon,135.0,85.0,65.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
622-16-26-6,Samsung,Galaxy S22 Ultra,1TB,Unlocked,220.0,170.0,150.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s22-ultra
1186-6-9-6,Samsung,Galaxy S23,128GB,AT&T,140.0,100.0,80.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-9-9-6,Samsung,Galaxy S23,128GB,T-Mobile,140.0,100.0,80.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-7-9-6,Samsung,Galaxy S23,128GB,Verizon,90.0,50.0,30.0,5.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-16-9-6,Samsung,Galaxy S23,128GB,Unlocked,190.0,150.0,130.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-6-10-6,Samsung,Galaxy S23,256GB,AT&T,155.0,115.0,95.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-9-10-6,Samsung,Galaxy S23,256GB,T-Mobile,155.0,115.0,95.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-7-10-6,Samsung,Galaxy S23,256GB,Verizon,105.0,65.0,45.0,16.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1186-16-10-6,Samsung,Galaxy S23,256GB,Unlocked,205.0,165.0,145.0,50.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23
1330-6-9-6,Samsung,Galaxy S23 FE,128GB,AT&T,65.0,35.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-9-9-6,Samsung,Galaxy S23 FE,128GB,T-Mobile,65.0,35.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-7-9-6,Samsung,Galaxy S23 FE,128GB,Verizon,65.0,35.0,25.0,5.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-16-9-6,Samsung,Galaxy S23 FE,128GB,Unlocked,125.0,95.0,85.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-6-10-6,Samsung,Galaxy S23 FE,256GB,AT&T,75.0,45.0,35.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-9-10-6,Samsung,Galaxy S23 FE,256GB,T-Mobile,75.0,45.0,35.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-7-10-6,Samsung,Galaxy S23 FE,256GB,Verizon,75.0,45.0,35.0,10.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1330-16-10-6,Samsung,Galaxy S23 FE,256GB,Unlocked,135.0,105.0,95.0,15.0,,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-fe
1187-6-10-1,Samsung,Galaxy S23 Plus,256GB,AT&T,,185.0,155.0,60.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-9-10-1,Samsung,Galaxy S23 Plus,256GB,T-Mobile,,110.0,80.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-7-10-1,Samsung,Galaxy S23 Plus,256GB,Verizon,,110.0,80.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-16-10-1,Samsung,Galaxy S23 Plus,256GB,Unlocked,,215.0,185.0,80.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-6-25-1,Samsung,Galaxy S23 Plus,512GB,AT&T,,210.0,180.0,65.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-9-25-1,Samsung,Galaxy S23 Plus,512GB,T-Mobile,,135.0,105.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-7-25-1,Samsung,Galaxy S23 Plus,512GB,Verizon,,135.0,105.0,35.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1187-16-25-1,Samsung,Galaxy S23 Plus,512GB,Unlocked,,240.0,210.0,85.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-plus
1188-6-10-6,Samsung,Galaxy S23 Ultra,256GB,AT&T,230.0,180.0,140.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-9-10-6,Samsung,Galaxy S23 Ultra,256GB,T-Mobile,205.0,155.0,115.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-7-10-6,Samsung,Galaxy S23 Ultra,256GB,Verizon,205.0,155.0,115.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-16-10-6,Samsung,Galaxy S23 Ultra,256GB,Unlocked,280.0,230.0,190.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-6-25-6,Samsung,Galaxy S23 Ultra,512GB,AT&T,250.0,200.0,160.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-9-25-6,Samsung,Galaxy S23 Ultra,512GB,T-Mobile,225.0,175.0,135.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-7-25-6,Samsung,Galaxy S23 Ultra,512GB,Verizon,225.0,175.0,135.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-16-25-6,Samsung,Galaxy S23 Ultra,512GB,Unlocked,300.0,250.0,210.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-6-26-6,Samsung,Galaxy S23 Ultra,1TB,AT&T,290.0,240.0,200.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-9-26-6,Samsung,Galaxy S23 Ultra,1TB,T-Mobile,265.0,215.0,175.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-7-26-6,Samsung,Galaxy S23 Ultra,1TB,Verizon,265.0,215.0,175.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
1188-16-26-6,Samsung,Galaxy S23 Ultra,1TB,Unlocked,340.0,290.0,250.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s23-ultra
