ID,Manufacturer,Model,Capacity,Carrier,Brand New Price,Like New Price,Good Price,Minor Damage Price,Damaged Price,Deeplink
1331-6-9-6,Samsung,Galaxy S24,128GB,AT&T,205.0,155.0,125.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-9-9-6,Samsung,Galaxy S24,128GB,T-Mobile,200.0,150.0,120.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-7-9-6,Samsung,Galaxy S24,128GB,Verizon,200.0,150.0,120.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-16-9-6,Samsung,Galaxy S24,128GB,Unlocked,280.0,230.0,200.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-6-10-6,Samsung,Galaxy S24,256GB,AT&T,235.0,185.0,155.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-9-10-6,Samsung,Galaxy S24,256GB,T-Mobile,230.0,180.0,150.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-7-10-6,Samsung,Galaxy S24,256GB,Verizon,230.0,180.0,150.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1331-16-10-6,Samsung,Galaxy S24,256GB,Unlocked,310.0,260.0,230.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24
1571-6-9-6,Samsung,Galaxy S24 Fe,128GB,AT&T,125.0,95.0,65.0,15.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-9-9-6,Samsung,Galaxy S24 Fe,128GB,T-Mobile,105.0,75.0,45.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-7-9-6,Samsung,Galaxy S24 Fe,128GB,Verizon,105.0,75.0,45.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-16-9-6,Samsung,Galaxy S24 Fe,128GB,Unlocked,220.0,190.0,160.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-6-10-6,Samsung,Galaxy S24 Fe,256GB,AT&T,145.0,115.0,85.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-9-10-6,Samsung,Galaxy S24 Fe,256GB,T-Mobile,125.0,95.0,65.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-7-10-6,Samsung,Galaxy S24 Fe,256GB,Verizon,125.0,95.0,65.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1571-16-10-6,Samsung,Galaxy S24 Fe,256GB,Unlocked,240.0,210.0,180.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-fe
1332-6-10-6,Samsung,Galaxy S24 Plus,256GB,AT&T,230.0,200.0,160.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-9-10-6,Samsung,Galaxy S24 Plus,256GB,T-Mobile,205.0,175.0,135.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-7-10-6,Samsung,Galaxy S24 Plus,256GB,Verizon,155.0,125.0,85.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-16-10-6,Samsung,Galaxy S24 Plus,256GB,Unlocked,305.0,275.0,235.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-6-25-6,Samsung,Galaxy S24 Plus,512GB,AT&T,270.0,240.0,200.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-9-25-6,Samsung,Galaxy S24 Plus,512GB,T-Mobile,245.0,215.0,175.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-7-25-6,Samsung,Galaxy S24 Plus,512GB,Verizon,195.0,165.0,125.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1332-16-25-6,Samsung,Galaxy S24 Plus,512GB,Unlocked,345.0,315.0,275.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-plus
1333-6-10-6,Samsung,Galaxy S24 Ultra,256GB,AT&T,370.0,320.0,270.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-9-10-6,Samsung,Galaxy S24 Ultra,256GB,T-Mobile,330.0,280.0,230.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-7-10-6,Samsung,Galaxy S24 Ultra,256GB,Verizon,330.0,280.0,230.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-16-10-6,Samsung,Galaxy S24 Ultra,256GB,Unlocked,460.0,410.0,360.0,150.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-6-25-6,Samsung,Galaxy S24 Ultra,512GB,AT&T,390.0,340.0,290.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-9-25-6,Samsung,Galaxy S24 Ultra,512GB,T-Mobile,350.0,300.0,230.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-7-25-6,Samsung,Galaxy S24 Ultra,512GB,Verizon,350.0,300.0,230.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-16-25-6,Samsung,Galaxy S24 Ultra,512GB,Unlocked,480.0,430.0,380.0,160.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-6-26-6,Samsung,Galaxy S24 Ultra,1TB,AT&T,450.0,400.0,350.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-9-26-6,Samsung,Galaxy S24 Ultra,1TB,T-Mobile,410.0,350.0,310.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-7-26-6,Samsung,Galaxy S24 Ultra,1TB,Verizon,410.0,360.0,310.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1333-16-26-6,Samsung,Galaxy S24 Ultra,1TB,Unlocked,540.0,490.0,440.0,170.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s24-ultra
1577-6-9-6,Samsung,Galaxy S25,128GB,AT&T,275.0,225.0,195.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-9-9-6,Samsung,Galaxy S25,128GB,T-Mobile,250.0,200.0,170.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-7-9-6,Samsung,Galaxy S25,128GB,Verizon,130.0,80.0,60.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-16-9-6,Samsung,Galaxy S25,128GB,Unlocked,350.0,300.0,270.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-6-10-6,Samsung,Galaxy S25,256GB,AT&T,315.0,265.0,235.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-9-10-6,Samsung,Galaxy S25,256GB,T-Mobile,290.0,240.0,210.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-7-10-6,Samsung,Galaxy S25,256GB,Verizon,130.0,80.0,70.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
1577-16-10-6,Samsung,Galaxy S25,256GB,Unlocked,390.0,340.0,310.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25
10765-6-9-6,Samsung,Galaxy S25 FE,128GB,AT&T,220.0,170.0,140.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-9-9-6,Samsung,Galaxy S25 FE,128GB,T-Mobile,200.0,150.0,120.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-7-9-6,Samsung,Galaxy S25 FE,128GB,Verizon,220.0,180.0,140.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-16-9-6,Samsung,Galaxy S25 FE,128GB,Unlocked,295.0,245.0,215.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-6-10-6,Samsung,Galaxy S25 FE,256GB,AT&T,240.0,190.0,160.0,35.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-9-10-6,Samsung,Galaxy S25 FE,256GB,T-Mobile,220.0,170.0,140.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-7-10-6,Samsung,Galaxy S25 FE,256GB,Verizon,240.0,200.0,160.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
10765-16-10-6,Samsung,Galaxy S25 FE,256GB,Unlocked,315.0,265.0,235.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-fe
1578-6-10-6,Samsung,Galaxy S25 Plus,256GB,AT&T,415.0,415.0,265.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-9-10-6,Samsung,Galaxy S25 Plus,256GB,T-Mobile,350.0,350.0,310.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-7-10-6,Samsung,Galaxy S25 Plus,256GB,Verizon,240.0,160.0,130.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-16-10-6,Samsung,Galaxy S25 Plus,256GB,Unlocked,500.0,440.0,410.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-6-25-6,Samsung,Galaxy S25 Plus,512GB,AT&T,435.0,385.0,325.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-9-25-6,Samsung,Galaxy S25 Plus,512GB,T-Mobile,410.0,360.0,300.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-7-25-6,Samsung,Galaxy S25 Plus,512GB,Verizon,260.0,210.0,170.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1578-16-25-6,Samsung,Galaxy S25 Plus,512GB,Unlocked,510.0,460.0,400.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-plus
1579-6-10-6,Samsung,Galaxy S25 Ultra,256GB,AT&T,520.0,470.0,410.0,100.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-9-10-6,Samsung,Galaxy S25 Ultra,256GB,T-Mobile,470.0,420.0,360.0,100.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-7-10-6,Samsung,Galaxy S25 Ultra,256GB,Verizon,200.0,150.0,110.0,50.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-16-10-6,Samsung,Galaxy S25 Ultra,256GB,Unlocked,620.0,570.0,510.0,150.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-6-25-6,Samsung,Galaxy S25 Ultra,512GB,AT&T,545.0,495.0,435.0,110.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-9-25-6,Samsung,Galaxy S25 Ultra,512GB,T-Mobile,495.0,445.0,385.0,110.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-7-25-6,Samsung,Galaxy S25 Ultra,512GB,Verizon,255.0,205.0,165.0,60.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-16-25-6,Samsung,Galaxy S25 Ultra,512GB,Unlocked,645.0,595.0,535.0,160.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-6-26-6,Samsung,Galaxy S25 Ultra,1TB,AT&T,595.0,545.0,485.0,120.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-9-26-6,Samsung,Galaxy S25 Ultra,1TB,T-Mobile,545.0,495.0,435.0,120.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-7-26-6,Samsung,Galaxy S25 Ultra,1TB,Verizon,305.0,255.0,215.0,70.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1579-16-26-6,Samsung,Galaxy S25 Ultra,1TB,Unlocked,695.0,645.0,585.0,170.0,30.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-ultra
1600-6-10-6,Samsung,Galaxy S25 Edge,256GB,AT&T,275.0,225.0,185.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-9-10-6,Samsung,Galaxy S25 Edge,256GB,T-Mobile,300.0,250.0,210.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-7-10-6,Samsung,Galaxy S25 Edge,256GB,Verizon,250.0,200.0,160.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-16-10-6,Samsung,Galaxy S25 Edge,256GB,Unlocked,400.0,350.0,310.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-6-25-6,Samsung,Galaxy S25 Edge,512GB,AT&T,300.0,250.0,210.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-9-25-6,Samsung,Galaxy S25 Edge,512GB,T-Mobile,325.0,275.0,235.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-7-25-6,Samsung,Galaxy S25 Edge,512GB,Verizon,275.0,225.0,185.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
1600-16-25-6,Samsung,Galaxy S25 Edge,512GB,Unlocked,425.0,375.0,335.0,110.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s25-edge
10766-6-10-6,Samsung,Galaxy S26,256GB,AT&T,425.0,375.0,320.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26
10766-9-10-6,Samsung,Galaxy S26,256GB,T-Mobile,400.0,350.0,295.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26
10766-16-10-6,Samsung,Galaxy S26,256GB,Unlocked,500.0,450.0,395.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26
10767-6-10-6,Samsung,Galaxy S26 Plus,256GB,AT&T,475.0,425.0,355.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10767-9-10-6,Samsung,Galaxy S26 Plus,256GB,T-Mobile,450.0,400.0,330.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10767-16-10-6,Samsung,Galaxy S26 Plus,256GB,Unlocked,550.0,500.0,430.0,120.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10767-6-25-6,Samsung,Galaxy S26 Plus,512GB,AT&T,515.0,465.0,395.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10767-9-25-6,Samsung,Galaxy S26 Plus,512GB,T-Mobile,490.0,440.0,370.0,100.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10767-16-25-6,Samsung,Galaxy S26 Plus,512GB,Unlocked,590.0,540.0,470.0,130.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-plus
10768-6-10-6,Samsung,Galaxy S26 Ultra,256GB,AT&T,600.0,550.0,460.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-9-10-6,Samsung,Galaxy S26 Ultra,256GB,T-Mobile,550.0,500.0,410.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-7-10-6,Samsung,Galaxy S26 Ultra,256GB,Verizon,550.0,500.0,410.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-16-10-6,Samsung,Galaxy S26 Ultra,256GB,Unlocked,700.0,650.0,560.0,140.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-6-25-6,Samsung,Galaxy S26 Ultra,512GB,AT&T,640.0,590.0,500.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-9-25-6,Samsung,Galaxy S26 Ultra,512GB,T-Mobile,590.0,540.0,450.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-7-25-6,Samsung,Galaxy S26 Ultra,512GB,Verizon,590.0,540.0,450.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-16-25-6,Samsung,Galaxy S26 Ultra,512GB,Unlocked,740.0,690.0,600.0,150.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-6-26-6,Samsung,Galaxy S26 Ultra,1TB,AT&T,680.0,630.0,540.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-9-26-6,Samsung,Galaxy S26 Ultra,1TB,T-Mobile,630.0,580.0,490.0,110.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-7-26-6,Samsung,Galaxy S26 Ultra,1TB,Verizon,630.0,580.0,490.0,85.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
10768-16-26-6,Samsung,Galaxy S26 Ultra,1TB,Unlocked,780.0,730.0,640.0,160.0,20.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-s26-ultra
1139-6-9-1,Samsung,Galaxy Z Flip4,128GB,AT&T,,85.0,65.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-9-9-1,Samsung,Galaxy Z Flip4,128GB,T-Mobile,,85.0,65.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-7-9-1,Samsung,Galaxy Z Flip4,128GB,Verizon,,75.0,55.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-16-9-1,Samsung,Galaxy Z Flip4,128GB,Unlocked,,115.0,95.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-6-10-1,Samsung,Galaxy Z Flip4,256GB,AT&T,,95.0,75.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-9-10-1,Samsung,Galaxy Z Flip4,256GB,T-Mobile,,95.0,75.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-7-10-1,Samsung,Galaxy Z Flip4,256GB,Verizon,,75.0,55.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-16-10-1,Samsung,Galaxy Z Flip4,256GB,Unlocked,,125.0,105.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-6-25-1,Samsung,Galaxy Z Flip4,512GB,AT&T,,90.0,70.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-9-25-1,Samsung,Galaxy Z Flip4,512GB,T-Mobile,,80.0,60.0,20.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-7-25-1,Samsung,Galaxy Z Flip4,512GB,Verizon,,95.0,75.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1139-16-25-1,Samsung,Galaxy Z Flip4,512GB,Unlocked,,130.0,110.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip4
1321-6-10-6,Samsung,Galaxy Z Flip5,256GB,AT&T,215.0,165.0,125.0,25.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-9-10-6,Samsung,Galaxy Z Flip5,256GB,T-Mobile,205.0,155.0,115.0,15.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-7-10-6,Samsung,Galaxy Z Flip5,256GB,Verizon,90.0,40.0,30.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-16-10-6,Samsung,Galaxy Z Flip5,256GB,Unlocked,265.0,215.0,175.0,55.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-6-25-6,Samsung,Galaxy Z Flip5,512GB,AT&T,235.0,185.0,155.0,50.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-9-25-6,Samsung,Galaxy Z Flip5,512GB,T-Mobile,225.0,175.0,145.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-7-25-6,Samsung,Galaxy Z Flip5,512GB,Verizon,100.0,50.0,40.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1321-16-25-6,Samsung,Galaxy Z Flip5,512GB,Unlocked,285.0,235.0,205.0,60.0,5.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip5
1493-6-10-6,Samsung,Galaxy Z Flip6,256GB,AT&T,300.0,250.0,200.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-9-10-6,Samsung,Galaxy Z Flip6,256GB,T-Mobile,290.0,240.0,190.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-7-10-6,Samsung,Galaxy Z Flip6,256GB,Verizon,155.0,105.0,55.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-16-10-6,Samsung,Galaxy Z Flip6,256GB,Unlocked,340.0,290.0,240.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-6-25-6,Samsung,Galaxy Z Flip6,512GB,AT&T,320.0,270.0,220.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-9-25-6,Samsung,Galaxy Z Flip6,512GB,T-Mobile,310.0,260.0,210.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-7-25-6,Samsung,Galaxy Z Flip6,512GB,Verizon,175.0,125.0,75.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1493-16-25-6,Samsung,Galaxy Z Flip6,512GB,Unlocked,360.0,310.0,260.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip6
1630-6-10-6,Samsung,Galaxy Z Flip7,256GB,AT&T,410.0,360.0,320.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-9-10-6,Samsung,Galaxy Z Flip7,256GB,T-Mobile,410.0,360.0,320.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-7-10-6,Samsung,Galaxy Z Flip7,256GB,Verizon,250.0,200.0,160.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-16-10-6,Samsung,Galaxy Z Flip7,256GB,Unlocked,485.0,435.0,395.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-6-25-6,Samsung,Galaxy Z Flip7,512GB,AT&T,430.0,380.0,340.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-9-25-6,Samsung,Galaxy Z Flip7,512GB,T-Mobile,430.0,380.0,340.0,35.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-7-25-6,Samsung,Galaxy Z Flip7,512GB,Verizon,270.0,220.0,180.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1630-16-25-6,Samsung,Galaxy Z Flip7,512GB,Unlocked,505.0,455.0,415.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7
1631-6-9-6,Samsung,Galaxy Z Flip7 FE,128GB,AT&T,335.0,285.0,240.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-9-9-6,Samsung,Galaxy Z Flip7 FE,128GB,T-Mobile,325.0,275.0,230.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-7-9-6,Samsung,Galaxy Z Flip7 FE,128GB,Verizon,195.0,145.0,105.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-16-9-6,Samsung,Galaxy Z Flip7 FE,128GB,Unlocked,375.0,325.0,280.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-6-10-6,Samsung,Galaxy Z Flip7 FE,256GB,AT&T,350.0,300.0,255.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-9-10-6,Samsung,Galaxy Z Flip7 FE,256GB,T-Mobile,340.0,290.0,245.0,35.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-7-10-6,Samsung,Galaxy Z Flip7 FE,256GB,Verizon,210.0,160.0,120.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1631-16-10-6,Samsung,Galaxy Z Flip7 FE,256GB,Unlocked,390.0,340.0,295.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-flip7-fe
1320-6-10-6,Samsung,Galaxy Z Fold5,256GB,AT&T,265.0,215.0,185.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-9-10-6,Samsung,Galaxy Z Fold5,256GB,T-Mobile,215.0,165.0,135.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-7-10-6,Samsung,Galaxy Z Fold5,256GB,Verizon,215.0,165.0,135.0,20.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-16-10-6,Samsung,Galaxy Z Fold5,256GB,Unlocked,365.0,315.0,285.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
1320-6-25-6,Samsung,Galaxy Z Fold5,512GB,AT&T,285.0,235.0,205.0,43.0,10.0,https://www.ocbuyback.com/sell/cell-phone/samsung/galaxy-z-fold5
