Manufacturer,Model,Capacity,Carrier,Like New Price,Good Price,Fair Price,Minor Damage Price,Damaged Price,Like New Deeplink,Good Deeplink,Fair Deeplink,Minor Damage Deeplink,Damaged Deeplink
Apple,Series 7 GPS,41mm,Aluminium,55.0,30.0,15.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/41mm/damaged
Apple,Series 7 GPS,41mm,Stainless Steel,60.0,35.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/41mm/damaged
Apple,Series 7 GPS,41mm,Titanium,65.0,40.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/41mm/damaged
Apple,Series 7 GPS,45mm,Aluminium,60.0,25.0,10.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/aluminum/45mm/damaged
Apple,Series 7 GPS,45mm,Stainless Steel,70.0,45.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/stainless-steel/45mm/damaged
Apple,Series 7 GPS,45mm,Titanium,75.0,50.0,35.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps/titanium/45mm/damaged
Apple,Series 7 GPS + Cellular,41mm,Aluminium,65.0,25.0,10.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/41mm/damaged
Apple,Series 7 GPS + Cellular,41mm,Stainless Steel,70.0,45.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/41mm/damaged
Apple,Series 7 GPS + Cellular,41mm,Titanium,55.0,30.0,15.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/41mm/damaged
Apple,Series 7 GPS + Cellular,45mm,Aluminium,70.0,30.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/aluminum/45mm/damaged
Apple,Series 7 GPS + Cellular,45mm,Stainless Steel,80.0,55.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/stainless-steel/45mm/damaged
Apple,Series 7 GPS + Cellular,45mm,Titanium,80.0,55.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-7-gps-cellular/titanium/45mm/damaged
Apple,Watch SE GPS 2nd Gen,40mm,Aluminium,20.0,10.0,5.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/40mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/40mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/40mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/40mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/40mm/damaged
Apple,Watch SE GPS 2nd Gen,44mm,Aluminium,25.0,15.0,10.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/44mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/44mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/44mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/44mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-2nd-gen/aluminum/44mm/damaged
Apple,Watch SE GPS + Cellular 2nd Gen,40mm,Aluminium,25.0,15.0,10.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/40mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/40mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/40mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/40mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/40mm/damaged
Apple,Watch SE GPS + Cellular 2nd Gen,44mm,Aluminium,30.0,20.0,10.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/44mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/44mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/44mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/44mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-2nd-gen/aluminum/44mm/damaged
Apple,Watch SE GPS 3rd Gen,40mm,Aluminium,60.0,40.0,15.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/40mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/40mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/40mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/40mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/40mm/damaged
Apple,Watch SE GPS 3rd Gen,44mm,Aluminium,70.0,50.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/44mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/44mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/44mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/44mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-3rd-gen/aluminum/44mm/damaged
Apple,Watch SE GPS + Cellular 3rd Gen,40mm,Aluminium,70.0,50.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/40mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/40mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/40mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/40mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/40mm/damaged
Apple,Watch SE GPS + Cellular 3rd Gen,44mm,Aluminium,80.0,60.0,35.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/44mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/44mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/44mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/44mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/watch-se-gps-plus-cellular-3rd-gen/aluminum/44mm/damaged
Apple,Series 8 GPS,41mm,Aluminium,50.0,35.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/41mm/damaged
Apple,Series 8 GPS,41mm,Stainless Steel,60.0,45.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/41mm/damaged
Apple,Series 8 GPS,45mm,Aluminium,60.0,45.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/aluminum/45mm/damaged
Apple,Series 8 GPS,45mm,Stainless Steel,80.0,55.0,35.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps/stainless-steel/45mm/damaged
Apple,Series 8 GPS + Cellular,41mm,Aluminium,60.0,45.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/41mm/damaged
Apple,Series 8 GPS + Cellular,41mm,Stainless Steel,70.0,45.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/41mm/damaged
Apple,Series 8 GPS + Cellular,45mm,Aluminium,70.0,55.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/aluminum/45mm/damaged
Apple,Series 8 GPS + Cellular,45mm,Stainless Steel,90.0,65.0,40.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-8-gps-cellular/stainless-steel/45mm/damaged
Apple,Ultra,49mm,Titanium,125.0,80.0,40.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/ultra/titanium/49mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/ultra/titanium/49mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/ultra/titanium/49mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/ultra/titanium/49mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/ultra/titanium/49mm/damaged
Apple,Series 9 GPS,41mm,Aluminium,80.0,55.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/41mm/damaged
Apple,Series 9 GPS,45mm,Aluminium,90.0,65.0,40.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps/aluminum/45mm/damaged
Apple,Series 9 GPS + Cellular,41mm,Aluminium,95.0,70.0,45.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/41mm/damaged
Apple,Series 9 GPS + Cellular,41mm,Stainless Steel,105.0,65.0,25.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/41mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/41mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/41mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/41mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/41mm/damaged
Apple,Series 9 GPS + Cellular,45mm,Aluminium,105.0,80.0,55.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/aluminum/45mm/damaged
Apple,Series 9 GPS + Cellular,45mm,Stainless Steel,115.0,75.0,35.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/45mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/45mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/45mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/45mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-9-gps-cellular/stainless-steel/45mm/damaged
Apple,Series 10 GPS,42mm,Aluminium,100.0,60.0,20.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/42mm/damaged
Apple,Series 10 GPS,46mm,Aluminium,110.0,70.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps/aluminum/46mm/damaged
Apple,Series 10 GPS + Cellular,42mm,Aluminium,110.0,70.0,30.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/42mm/damaged
Apple,Series 10 GPS + Cellular,42mm,Titanium,165.0,120.0,65.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/42mm/damaged
Apple,Series 10 GPS + Cellular,46mm,Aluminium,120.0,80.0,40.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/aluminum/46mm/damaged
Apple,Series 10 GPS + Cellular,46mm,Titanium,175.0,130.0,75.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-10-gps-cellular/titanium/46mm/damaged
Apple,Series 11 GPS,42mm,Aluminium,150.0,120.0,90.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/42mm/damaged
Apple,Series 11 GPS,46mm,Aluminium,160.0,130.0,100.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps/aluminum/46mm/damaged
Apple,Series 11 GPS + Cellular,42mm,Aluminium,170.0,140.0,110.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/42mm/damaged
Apple,Series 11 GPS + Cellular,42mm,Titanium,310.0,270.0,200.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/42mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/42mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/42mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/42mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/42mm/damaged
Apple,Series 11 GPS + Cellular,46mm,Aluminium,180.0,150.0,120.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/aluminum/46mm/damaged
Apple,Series 11 GPS + Cellular,46mm,Titanium,325.0,285.0,215.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/46mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/46mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/46mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/46mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/series-11-gps-plus-cellular/titanium/46mm/damaged
Apple,Ultra 2,49mm,Titanium,210.0,160.0,105.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-2/titanium/49mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-2/titanium/49mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-2/titanium/49mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-2/titanium/49mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-2/titanium/49mm/damaged
