Manufacturer,Model,Capacity,Carrier,Like New Price,Good Price,Fair Price,Minor Damage Price,Damaged Price,Like New Deeplink,Good Deeplink,Fair Deeplink,Minor Damage Deeplink,Damaged Deeplink
Google,Pixel 9 Pro,512GB,Unlocked,320.0,280.0,215.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/512gb/damaged
Google,Pixel 9 Pro,1TB,Unlocked,345.0,305.0,240.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro/unlocked/1tb/damaged
Google,Pixel 9 Pro XL,128GB,Unlocked,330.0,280.0,215.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/128gb/damaged
Google,Pixel 9 Pro XL,256GB,Unlocked,340.0,290.0,230.0,80.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/256gb/damaged
Google,Pixel 9 Pro XL,512GB,Unlocked,370.0,320.0,255.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/512gb/damaged
Google,Pixel 9 Pro XL,1TB,Unlocked,390.0,330.0,275.0,90.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-9-pro-xl/unlocked/1tb/damaged
Google,Pixel 10 Pro Fold,256GB,AT&T,510.0,470.0,380.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/256gb/damaged
Google,Pixel 10 Pro Fold,256GB,T-Mobile,460.0,420.0,330.0,65.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/256gb/damaged
Google,Pixel 10 Pro Fold,256GB,Verizon,260.0,220.0,130.0,25.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/256gb/damaged
Google,Pixel 10 Pro Fold,256GB,Unlocked,680.0,580.0,365.0,90.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/256gb/damaged
Google,Pixel 10 Pro Fold,512GB,AT&T,540.0,500.0,410.0,105.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/512gb/damaged
Google,Pixel 10 Pro Fold,512GB,T-Mobile,490.0,450.0,360.0,80.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/512gb/damaged
Google,Pixel 10 Pro Fold,512GB,Verizon,290.0,250.0,160.0,40.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/512gb/damaged
Google,Pixel 10 Pro Fold,512GB,Unlocked,720.0,610.0,390.0,95.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/512gb/damaged
Google,Pixel 10 Pro Fold,1TB,AT&T,570.0,530.0,440.0,120.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/at-t/1tb/damaged
Google,Pixel 10 Pro Fold,1TB,T-Mobile,520.0,480.0,390.0,95.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/t-mobile/1tb/damaged
Google,Pixel 10 Pro Fold,1TB,Verizon,320.0,280.0,190.0,55.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/verizon/1tb/damaged
Google,Pixel 10 Pro Fold,1TB,Unlocked,760.0,660.0,420.0,100.0,20.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-fold/unlocked/1tb/damaged
Google,Pixel 10,128GB,AT&T,305.0,280.0,215.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/128gb/damaged
Google,Pixel 10,128GB,T-Mobile,280.0,255.0,190.0,25.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/128gb/damaged
Google,Pixel 10,128GB,Verizon,130.0,105.0,40.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/128gb/damaged
Google,Pixel 10,128GB,Unlocked,330.0,285.0,188.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/128gb/damaged
Google,Pixel 10,256GB,AT&T,325.0,300.0,235.0,60.0,,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/at-t/256gb/damaged
Google,Pixel 10,256GB,T-Mobile,300.0,275.0,210.0,35.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/t-mobile/256gb/damaged
Google,Pixel 10,256GB,Verizon,150.0,125.0,60.0,44.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/verizon/256gb/damaged
Google,Pixel 10,256GB,Unlocked,350.0,305.0,204.0,47.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10/unlocked/256gb/damaged
Google,Pixel 10 Pro,128GB,AT&T,350.0,330.0,250.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/128gb/damaged
Google,Pixel 10 Pro,128GB,T-Mobile,350.0,330.0,250.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/128gb/damaged
Google,Pixel 10 Pro,128GB,Verizon,200.0,180.0,100.0,47.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/128gb/damaged
Google,Pixel 10 Pro,128GB,Unlocked,415.0,355.0,275.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/128gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/128gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/128gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/128gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/128gb/damaged
Google,Pixel 10 Pro,256GB,AT&T,415.0,395.0,315.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/256gb/damaged
Google,Pixel 10 Pro,256GB,T-Mobile,415.0,395.0,315.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/256gb/damaged
Google,Pixel 10 Pro,256GB,Verizon,265.0,245.0,165.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/256gb/damaged
Google,Pixel 10 Pro,256GB,Unlocked,455.0,405.0,315.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/256gb/damaged
Google,Pixel 10 Pro,512GB,AT&T,435.0,415.0,335.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/512gb/damaged
Google,Pixel 10 Pro,512GB,T-Mobile,435.0,415.0,335.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/512gb/damaged
Google,Pixel 10 Pro,512GB,Verizon,285.0,265.0,185.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/512gb/damaged
Google,Pixel 10 Pro,512GB,Unlocked,490.0,440.0,280.0,70.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/512gb/damaged
Google,Pixel 10 Pro,1TB,AT&T,450.0,430.0,350.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/at-t/1tb/damaged
Google,Pixel 10 Pro,1TB,T-Mobile,450.0,430.0,350.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/t-mobile/1tb/damaged
Google,Pixel 10 Pro,1TB,Verizon,300.0,280.0,200.0,60.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/verizon/1tb/damaged
Google,Pixel 10 Pro,1TB,Unlocked,500.0,430.0,350.0,85.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/1tb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/1tb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/1tb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/1tb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro/unlocked/1tb/damaged
Google,Pixel 10 Pro XL,256GB,AT&T,390.0,370.0,310.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/256gb/damaged
Google,Pixel 10 Pro XL,256GB,T-Mobile,365.0,345.0,285.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/256gb/damaged
Google,Pixel 10 Pro XL,256GB,Verizon,250.0,230.0,170.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/256gb/damaged
Google,Pixel 10 Pro XL,256GB,Unlocked,475.0,405.0,265.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/unlocked/256gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/unlocked/256gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/unlocked/256gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/unlocked/256gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/unlocked/256gb/damaged
Google,Pixel 10 Pro XL,512GB,AT&T,425.0,405.0,345.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/at-t/512gb/damaged
Google,Pixel 10 Pro XL,512GB,T-Mobile,400.0,380.0,320.0,75.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/t-mobile/512gb/damaged
Google,Pixel 10 Pro XL,512GB,Verizon,285.0,265.0,205.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/512gb/like-new,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/512gb/good-condition,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/512gb/fair,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/512gb/minor-damage,https://www.ocbuyback.com/sell/cell-phone/google/pixel-10-pro-xl/verizon/512gb/damaged
