partner_ref,product,carrier,memory,storage,processor,price_new,price_mint,price_good,price_fair,price_broken,url
,apple-iphone-13-pro,verizon,,1tb,,,250.0,220.0,150.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,unlocked,,1tb,,,310.0,280.0,210.0,120.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro-max,att,,128gb,,,245.0,215.0,135.0,85.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,t-mobile,,128gb,,,215.0,190.0,95.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,verizon,,128gb,,,205.0,180.0,85.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,unlocked,,128gb,,,285.0,255.0,175.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,att,,256gb,,,295.0,255.0,180.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,t-mobile,,256gb,,,255.0,230.0,145.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,verizon,,256gb,,,245.0,220.0,125.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,unlocked,,256gb,,,340.0,305.0,220.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,att,,512gb,,,300.0,260.0,190.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,t-mobile,,512gb,,,260.0,235.0,150.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,verizon,,512gb,,,260.0,235.0,150.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,unlocked,,512gb,,,350.0,310.0,230.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,att,,1tb,,,325.0,285.0,205.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,t-mobile,,1tb,,,295.0,265.0,175.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,verizon,,1tb,,,295.0,265.0,175.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-13-pro-max,unlocked,,1tb,,,375.0,335.0,245.0,110.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro-max
,apple-iphone-se-3rd-gen-2022,att,,64gb,,,55.0,40.0,15.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,t-mobile,,64gb,,,35.0,20.0,10.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,verizon,,64gb,,,65.0,50.0,25.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,unlocked,,64gb,,,65.0,50.0,25.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,att,,128gb,,,80.0,65.0,40.0,16.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,t-mobile,,128gb,,,60.0,45.0,20.0,11.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,verizon,,128gb,,,90.0,75.0,50.0,16.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,unlocked,,128gb,,,90.0,75.0,50.0,16.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,att,,256gb,,,90.0,75.0,50.0,17.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,t-mobile,,256gb,,,70.0,55.0,30.0,12.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,verizon,,256gb,,,100.0,85.0,60.0,17.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-se-3rd-gen-2022,unlocked,,256gb,,,100.0,85.0,60.0,17.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-se-3rd-gen-2022
,apple-iphone-14,att,,128gb,,,145.0,125.0,75.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,t-mobile,,128gb,,,105.0,85.0,45.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,verizon,,128gb,,,110.0,90.0,40.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,unlocked,,128gb,,,185.0,165.0,115.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,att,,256gb,,,180.0,160.0,110.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,t-mobile,,256gb,,,140.0,120.0,70.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,verizon,,256gb,,,145.0,125.0,75.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,unlocked,,256gb,,,220.0,200.0,150.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,att,,512gb,,,255.0,235.0,185.0,52.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,t-mobile,,512gb,,,215.0,195.0,145.0,52.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,verizon,,512gb,,,220.0,200.0,150.0,37.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14,unlocked,,512gb,,,295.0,275.0,225.0,67.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14
,apple-iphone-14-plus,att,,128gb,,,210.0,160.0,110.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,t-mobile,,128gb,,,180.0,130.0,80.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,verizon,,128gb,,,185.0,145.0,90.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,other,,128gb,,,60.0,40.0,25.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,unlocked,,128gb,,,260.0,210.0,160.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,att,,256gb,,,240.0,200.0,150.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,t-mobile,,256gb,,,210.0,170.0,120.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,verizon,,256gb,,,215.0,175.0,125.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,other,,256gb,,,65.0,55.0,35.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,unlocked,,256gb,,,290.0,250.0,200.0,110.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,att,,512gb,,,260.0,210.0,175.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,t-mobile,,512gb,,,230.0,190.0,145.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,verizon,,512gb,,,235.0,195.0,150.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,other,,512gb,,,105.0,75.0,35.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-plus,unlocked,,512gb,,,310.0,270.0,225.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-plus
,apple-iphone-14-pro,att,,128gb,,,190.0,140.0,90.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,t-mobile,,128gb,,,210.0,160.0,110.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,verizon,,128gb,,,140.0,90.0,50.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,unlocked,,128gb,,,290.0,240.0,190.0,125.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,att,,256gb,,,220.0,170.0,120.0,85.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,t-mobile,,256gb,,,240.0,190.0,140.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,verizon,,256gb,,,170.0,120.0,70.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,unlocked,,256gb,,,320.0,270.0,215.0,135.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,att,,512gb,,,250.0,190.0,140.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,t-mobile,,512gb,,,270.0,210.0,160.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,verizon,,512gb,,,200.0,140.0,100.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,unlocked,,512gb,,,350.0,300.0,245.0,140.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,att,,1tb,,,270.0,220.0,170.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,t-mobile,,1tb,,,290.0,240.0,190.0,85.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,verizon,,1tb,,,220.0,170.0,120.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro,unlocked,,1tb,,,370.0,320.0,270.0,145.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro
,apple-iphone-14-pro-max,att,,128gb,,,230.0,195.0,140.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,t-mobile,,128gb,,,245.0,210.0,155.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,verizon,,128gb,,,180.0,160.0,90.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,unlocked,,128gb,,,340.0,295.0,240.0,150.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,att,,256gb,,,270.0,230.0,170.0,120.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,t-mobile,,256gb,,,285.0,245.0,185.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,verizon,,256gb,,,230.0,200.0,130.0,120.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,unlocked,,256gb,,,370.0,330.0,270.0,170.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,att,,512gb,,,290.0,250.0,190.0,140.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,t-mobile,,512gb,,,305.0,265.0,205.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,verizon,,512gb,,,240.0,205.0,140.0,130.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,unlocked,,512gb,,,390.0,350.0,290.0,190.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,att,,1tb,,,310.0,275.0,210.0,160.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,t-mobile,,1tb,,,325.0,295.0,225.0,135.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,verizon,,1tb,,,260.0,230.0,160.0,150.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-14-pro-max,unlocked,,1tb,,,410.0,375.0,310.0,210.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-14-pro-max
,apple-iphone-15,att,,128gb,,,180.0,150.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,t-mobile,,128gb,,,155.0,125.0,75.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,verizon,,128gb,,,180.0,150.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,other,,128gb,,,90.0,60.0,45.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,unlocked,,128gb,,,280.0,250.0,200.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,att,,256gb,,,230.0,200.0,150.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,t-mobile,,256gb,,,205.0,175.0,125.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,verizon,,256gb,,,230.0,200.0,150.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,other,,256gb,,,100.0,70.0,35.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,unlocked,,256gb,,,330.0,300.0,250.0,110.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,att,,512gb,,,280.0,260.0,200.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,t-mobile,,512gb,,,255.0,225.0,185.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,verizon,,512gb,,,280.0,250.0,200.0,75.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,other,,512gb,,,180.0,160.0,110.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15,unlocked,,512gb,,,380.0,350.0,300.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15
,apple-iphone-15-plus,att,,128gb,,,190.0,140.0,95.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,t-mobile,,128gb,,,190.0,140.0,90.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,verizon,,128gb,,,240.0,190.0,140.0,95.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,other,,128gb,,,75.0,55.0,45.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,unlocked,,128gb,,,340.0,290.0,240.0,145.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,att,,256gb,,,215.0,165.0,115.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,t-mobile,,256gb,,,215.0,165.0,115.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,verizon,,256gb,,,265.0,215.0,165.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,other,,256gb,,,125.0,115.0,65.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,unlocked,,256gb,,,365.0,315.0,265.0,155.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,att,,512gb,,,270.0,220.0,170.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,t-mobile,,512gb,,,270.0,220.0,170.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,verizon,,512gb,,,320.0,270.0,220.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,other,,512gb,,,185.0,165.0,105.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-plus,unlocked,,512gb,,,420.0,370.0,320.0,165.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-plus
,apple-iphone-15-pro,att,,128gb,,,180.0,145.0,95.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,t-mobile,,128gb,,,220.0,185.0,135.0,115.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,verizon,,128gb,,,180.0,145.0,95.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,other,,128gb,,,105.0,60.0,50.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,unlocked,,128gb,,,330.0,295.0,240.0,190.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,att,,256gb,,,220.0,185.0,130.0,140.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,t-mobile,,256gb,,,260.0,230.0,170.0,135.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,verizon,,256gb,,,220.0,185.0,130.0,110.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,other,,256gb,,,120.0,85.0,60.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,unlocked,,256gb,,,360.0,335.0,280.0,210.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,att,,512gb,,,240.0,205.0,155.0,150.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,t-mobile,,512gb,,,280.0,245.0,195.0,145.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,verizon,,512gb,,,240.0,205.0,155.0,120.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,other,,512gb,,,140.0,105.0,75.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,unlocked,,512gb,,,390.0,355.0,305.0,220.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,att,,1tb,,,300.0,260.0,215.0,190.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,t-mobile,,1tb,,,375.0,305.0,260.0,165.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,verizon,,1tb,,,300.0,260.0,215.0,140.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,other,,1tb,,,225.0,185.0,100.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro,unlocked,,1tb,,,450.0,410.0,365.0,240.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro
,apple-iphone-15-pro-max,att,,256gb,,,310.0,280.0,210.0,150.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,t-mobile,,256gb,,,325.0,295.0,225.0,125.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,verizon,,256gb,,,230.0,200.0,110.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,other,,256gb,,,115.0,70.0,50.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,unlocked,,256gb,,,430.0,390.0,330.0,200.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,att,,512gb,,,340.0,300.0,240.0,170.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,t-mobile,,512gb,,,355.0,325.0,255.0,145.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,verizon,,512gb,,,260.0,230.0,160.0,140.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,other,,512gb,,,160.0,135.0,90.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,unlocked,,512gb,,,460.0,430.0,360.0,220.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,att,,1tb,,,380.0,350.0,280.0,200.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,t-mobile,,1tb,,,395.0,355.0,295.0,175.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,verizon,,1tb,,,300.0,270.0,200.0,170.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,other,,1tb,,,205.0,165.0,110.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-15-pro-max,unlocked,,1tb,,,500.0,470.0,400.0,250.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-15-pro-max
,apple-iphone-16,att,,128gb,,,300.0,265.0,205.0,130.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,t-mobile,,128gb,,,275.0,240.0,180.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,verizon,,128gb,,,300.0,265.0,205.0,130.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,other,,128gb,,,195.0,155.0,100.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,unlocked,,128gb,,,400.0,365.0,305.0,185.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,att,,256gb,,,330.0,290.0,245.0,175.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,t-mobile,,256gb,,,305.0,265.0,220.0,150.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,verizon,,256gb,,,330.0,290.0,245.0,175.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,other,,256gb,,,245.0,200.0,110.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,unlocked,,256gb,,,440.0,390.0,345.0,220.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,att,,512gb,,,360.0,325.0,265.0,210.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,t-mobile,,512gb,,,335.0,300.0,240.0,185.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,verizon,,512gb,,,360.0,325.0,265.0,210.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,other,,512gb,,,285.0,230.0,160.0,135.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16,unlocked,,512gb,,,460.0,425.0,365.0,260.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16
,apple-iphone-16-plus,t-mobile,,128gb,,,310.0,280.0,210.0,165.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,verizon,,128gb,,,360.0,330.0,260.0,190.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,other,,128gb,,,185.0,155.0,90.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,unlocked,,128gb,,,460.0,430.0,360.0,240.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,att,,256gb,,,350.0,320.0,250.0,230.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,t-mobile,,256gb,,,350.0,320.0,250.0,205.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,verizon,,256gb,,,400.0,370.0,300.0,230.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,other,,256gb,,,225.0,195.0,125.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,unlocked,,256gb,,,500.0,470.0,400.0,280.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,att,,512gb,,,385.0,355.0,285.0,270.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,t-mobile,,512gb,,,385.0,355.0,285.0,245.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,verizon,,512gb,,,435.0,405.0,335.0,270.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,other,,512gb,,,260.0,230.0,160.0,120.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,unlocked,,512gb,,,535.0,505.0,435.0,320.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-plus,att,,128gb,,,290.0,260.0,190.0,170.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-plus
,apple-iphone-16-pro,t-mobile,,128gb,,,385.0,345.0,290.0,180.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-pro
,apple-iphone-16-pro,verizon,,128gb,,,210.0,170.0,115.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-pro
,apple-iphone-16-pro,other,,128gb,,,215.0,160.0,125.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-16-pro
