partner_ref,product,carrier,memory,storage,processor,price_new,price_mint,price_good,price_fair,price_broken,url
,apple-ipad-pro-13-m4-standard-glass-2024,wi-fi,,2tb,,,760.0,710.0,655.0,275.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-standard-glass-2024
,apple-ipad-pro-13-m4-standard-glass-2024,cellular,,2tb,,,790.0,740.0,685.0,300.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-standard-glass-2024
,apple-ipad-pro-13-m4-nano-texture-glass-2024,wi-fi,,1tb,,,685.0,635.0,580.0,265.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-nano-texture-glass-2024
,apple-ipad-pro-13-m4-nano-texture-glass-2024,cellular,,1tb,,,715.0,665.0,610.0,290.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-nano-texture-glass-2024
,apple-ipad-pro-13-m4-nano-texture-glass-2024,wi-fi,,2tb,,,795.0,745.0,690.0,290.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-nano-texture-glass-2024
,apple-ipad-pro-13-m4-nano-texture-glass-2024,cellular,,2tb,,,825.0,775.0,720.0,315.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-13-m4-nano-texture-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,wi-fi,,256gb,,,500.0,460.0,400.0,200.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,cellular,,256gb,,,520.0,480.0,420.0,200.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,wi-fi,,512gb,,,575.0,535.0,475.0,250.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,cellular,,512gb,,,595.0,555.0,495.0,250.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,wi-fi,,1tb,,,650.0,610.0,550.0,300.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,cellular,,1tb,,,670.0,630.0,570.0,300.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,wi-fi,,2tb,,,725.0,685.0,625.0,350.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-standard-glass-2024,cellular,,2tb,,,745.0,705.0,645.0,350.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-standard-glass-2024
,apple-ipad-pro-11-m4-nano-texture-glass-2024,wi-fi,,1tb,,,685.0,645.0,585.0,315.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-nano-texture-glass-2024
,apple-ipad-pro-11-m4-nano-texture-glass-2024,cellular,,1tb,,,705.0,665.0,605.0,315.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-nano-texture-glass-2024
,apple-ipad-pro-11-m4-nano-texture-glass-2024,wi-fi,,2tb,,,760.0,720.0,660.0,365.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-nano-texture-glass-2024
,apple-ipad-pro-11-m4-nano-texture-glass-2024,cellular,,2tb,,,780.0,740.0,680.0,365.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-11-m4-nano-texture-glass-2024
,apple-ipad-air-11-m2-2024,wi-fi,,128gb,,,290.0,255.0,185.0,80.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,cellular,,128gb,,,310.0,275.0,205.0,90.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,wi-fi,,256gb,,,320.0,285.0,215.0,90.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,cellular,,256gb,,,340.0,305.0,235.0,100.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,wi-fi,,512gb,,,380.0,345.0,275.0,105.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,cellular,,512gb,,,400.0,365.0,295.0,115.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,wi-fi,,1tb,,,440.0,405.0,335.0,120.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-11-m2-2024,cellular,,1tb,,,460.0,425.0,355.0,130.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m2-2024
,apple-ipad-air-13-m2-2024,wi-fi,,128gb,,,355.0,305.0,255.0,105.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,cellular,,128gb,,,380.0,330.0,280.0,130.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,wi-fi,,256gb,,,405.0,355.0,305.0,130.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,cellular,,256gb,,,430.0,380.0,330.0,155.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,wi-fi,,512gb,,,455.0,405.0,350.0,140.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,cellular,,512gb,,,480.0,430.0,380.0,165.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,wi-fi,,1tb,,,505.0,455.0,405.0,150.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-13-m2-2024,cellular,,1tb,,,530.0,480.0,430.0,175.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m2-2024
,apple-ipad-air-11-m3-2025,wi-fi,,128gb,,,300.0,250.0,185.0,125.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,cellular,,128gb,,,310.0,260.0,195.0,150.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,wi-fi,,256gb,,,310.0,260.0,195.0,150.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,cellular,,256gb,,,320.0,270.0,205.0,175.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,wi-fi,,512gb,,,360.0,310.0,245.0,175.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,cellular,,512gb,,,370.0,320.0,255.0,200.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,wi-fi,,1tb,,,430.0,380.0,315.0,200.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-11-m3-2025,cellular,,1tb,,,440.0,390.0,325.0,225.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-11-m3-2025
,apple-ipad-air-13-m3-2025,wi-fi,,128gb,,,400.0,340.0,280.0,150.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,cellular,,128gb,,,430.0,370.0,310.0,165.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,wi-fi,,256gb,,,430.0,370.0,310.0,160.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,cellular,,256gb,,,460.0,400.0,340.0,175.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,wi-fi,,512gb,,,465.0,405.0,345.0,165.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,cellular,,512gb,,,495.0,435.0,375.0,180.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,wi-fi,,1tb,,,525.0,465.0,405.0,175.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-air-13-m3-2025,cellular,,1tb,,,555.0,495.0,435.0,190.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-13-m3-2025
,apple-ipad-11-a16-11th-gen-2025,wi-fi,,128gb,,,150.0,120.0,90.0,35.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-ipad-11-a16-11th-gen-2025,cellular,,128gb,,,180.0,150.0,120.0,45.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-ipad-11-a16-11th-gen-2025,wi-fi,,256gb,,,190.0,160.0,130.0,50.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-ipad-11-a16-11th-gen-2025,cellular,,256gb,,,220.0,190.0,160.0,60.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-ipad-11-a16-11th-gen-2025,wi-fi,,512gb,,,250.0,220.0,190.0,65.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-ipad-11-a16-11th-gen-2025,cellular,,512gb,,,280.0,250.0,220.0,75.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-11-a16-11th-gen-2025
,apple-iphone-11,att,,64gb,,,65.0,55.0,30.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,t-mobile,,64gb,,,65.0,55.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,verizon,,64gb,,,80.0,70.0,45.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,unlocked,,64gb,,,80.0,70.0,45.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,att,,128gb,,,75.0,65.0,40.0,21.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,t-mobile,,128gb,,,75.0,65.0,40.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,verizon,,128gb,,,90.0,80.0,55.0,26.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,unlocked,,128gb,,,90.0,80.0,55.0,26.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,att,,256gb,,,85.0,75.0,50.0,22.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,t-mobile,,256gb,,,85.0,75.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,verizon,,256gb,,,100.0,90.0,65.0,27.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11,unlocked,,256gb,,,100.0,90.0,65.0,27.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11
,apple-iphone-11-pro,att,,64gb,,,90.0,80.0,50.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,t-mobile,,64gb,,,70.0,60.0,30.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,verizon,,64gb,,,110.0,100.0,70.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,unlocked,,64gb,,,120.0,110.0,80.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,att,,256gb,,,115.0,95.0,75.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,t-mobile,,256gb,,,95.0,85.0,55.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,verizon,,256gb,,,135.0,125.0,95.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,unlocked,,256gb,,,145.0,135.0,105.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,att,,512gb,,,125.0,115.0,85.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,t-mobile,,512gb,,,105.0,95.0,65.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,verizon,,512gb,,,145.0,135.0,105.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro,unlocked,,512gb,,,155.0,145.0,115.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro
,apple-iphone-11-pro-max,att,,64gb,,,115.0,95.0,60.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,t-mobile,,64gb,,,85.0,65.0,30.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,verizon,,64gb,,,125.0,105.0,70.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,unlocked,,64gb,,,140.0,120.0,85.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,att,,256gb,,,130.0,110.0,75.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,t-mobile,,256gb,,,100.0,80.0,45.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,verizon,,256gb,,,140.0,120.0,85.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,unlocked,,256gb,,,155.0,135.0,100.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,att,,512gb,,,145.0,125.0,90.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,t-mobile,,512gb,,,115.0,95.0,60.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,verizon,,512gb,,,155.0,145.0,95.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-11-pro-max,unlocked,,512gb,,,170.0,150.0,105.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-11-pro-max
,apple-iphone-12,att,,64gb,,,105.0,85.0,50.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,t-mobile,,64gb,,,75.0,55.0,30.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,verizon,,64gb,,,115.0,95.0,60.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,unlocked,,64gb,,,120.0,100.0,65.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,att,,128gb,,,130.0,110.0,70.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,t-mobile,,128gb,,,100.0,80.0,40.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,verizon,,128gb,,,140.0,120.0,80.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,unlocked,,128gb,,,145.0,125.0,85.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,att,,256gb,,,150.0,130.0,90.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,t-mobile,,256gb,,,120.0,100.0,60.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,verizon,,256gb,,,160.0,140.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12,unlocked,,256gb,,,165.0,145.0,105.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12
,apple-iphone-12-mini,att,,64gb,,,80.0,60.0,30.0,5.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,t-mobile,,64gb,,,45.0,25.0,10.0,5.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,verizon,,64gb,,,100.0,80.0,50.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,unlocked,,64gb,,,100.0,80.0,50.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,att,,128gb,,,100.0,80.0,50.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,t-mobile,,128gb,,,65.0,45.0,15.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,verizon,,128gb,,,120.0,100.0,70.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,unlocked,,128gb,,,120.0,100.0,70.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,att,,256gb,,,115.0,95.0,65.0,15.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,t-mobile,,256gb,,,80.0,60.0,30.0,10.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,verizon,,256gb,,,135.0,115.0,85.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-mini,unlocked,,256gb,,,135.0,115.0,85.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-mini
,apple-iphone-12-pro,att,,128gb,,,130.0,110.0,60.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,t-mobile,,128gb,,,100.0,80.0,30.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,verizon,,128gb,,,170.0,150.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,unlocked,,128gb,,,170.0,150.0,100.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,att,,256gb,,,170.0,150.0,100.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,t-mobile,,256gb,,,140.0,120.0,70.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,verizon,,256gb,,,210.0,190.0,140.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,unlocked,,256gb,,,210.0,190.0,140.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,att,,512gb,,,180.0,160.0,110.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,t-mobile,,512gb,,,150.0,130.0,80.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,verizon,,512gb,,,220.0,200.0,150.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro,unlocked,,512gb,,,220.0,200.0,150.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro
,apple-iphone-12-pro-max,att,,128gb,,,205.0,175.0,115.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,t-mobile,,128gb,,,150.0,120.0,60.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,verizon,,128gb,,,225.0,195.0,135.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,unlocked,,128gb,,,245.0,215.0,155.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,att,,256gb,,,225.0,195.0,125.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,t-mobile,,256gb,,,170.0,140.0,70.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,verizon,,256gb,,,245.0,215.0,145.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,unlocked,,256gb,,,265.0,235.0,165.0,80.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,att,,512gb,,,240.0,215.0,145.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,t-mobile,,512gb,,,185.0,170.0,90.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,verizon,,512gb,,,260.0,235.0,165.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-12-pro-max,unlocked,,512gb,,,280.0,255.0,185.0,85.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-12-pro-max
,apple-iphone-13,att,,128gb,,,155.0,125.0,70.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,t-mobile,,128gb,,,135.0,105.0,50.0,20.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,verizon,,128gb,,,130.0,100.0,45.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,unlocked,,128gb,,,195.0,155.0,110.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,att,,256gb,,,175.0,145.0,95.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,t-mobile,,256gb,,,155.0,125.0,75.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,verizon,,256gb,,,150.0,115.0,70.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,unlocked,,256gb,,,215.0,180.0,135.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,att,,512gb,,,185.0,155.0,110.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,t-mobile,,512gb,,,150.0,130.0,90.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,verizon,,512gb,,,150.0,130.0,85.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13,unlocked,,512gb,,,225.0,195.0,150.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13
,apple-iphone-13-mini,att,,128gb,,,115.0,100.0,45.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,t-mobile,,128gb,,,80.0,55.0,30.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,verizon,,128gb,,,125.0,100.0,45.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,unlocked,,128gb,,,155.0,140.0,85.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,att,,256gb,,,155.0,140.0,85.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,t-mobile,,256gb,,,120.0,95.0,40.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,verizon,,256gb,,,165.0,140.0,85.0,35.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,unlocked,,256gb,,,195.0,180.0,125.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,att,,512gb,,,170.0,155.0,100.0,55.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,t-mobile,,512gb,,,130.0,105.0,55.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,verizon,,512gb,,,180.0,145.0,100.0,25.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-mini,unlocked,,512gb,,,210.0,195.0,140.0,65.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-mini
,apple-iphone-13-pro,att,,128gb,,,190.0,160.0,100.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,t-mobile,,128gb,,,145.0,115.0,75.0,30.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,verizon,,128gb,,,190.0,160.0,100.0,70.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,unlocked,,128gb,,,250.0,220.0,150.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,att,,256gb,,,220.0,190.0,120.0,85.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,t-mobile,,256gb,,,175.0,145.0,75.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,verizon,,256gb,,,220.0,190.0,120.0,40.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,unlocked,,256gb,,,280.0,250.0,175.0,105.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,att,,512gb,,,240.0,210.0,140.0,90.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,t-mobile,,512gb,,,195.0,175.0,95.0,50.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,verizon,,512gb,,,240.0,210.0,140.0,45.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,unlocked,,512gb,,,300.0,270.0,195.0,110.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,att,,1tb,,,250.0,220.0,150.0,100.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
,apple-iphone-13-pro,t-mobile,,1tb,,,205.0,175.0,105.0,60.0,https://www.ocbuyback.com/sell/cell-phone/apple/iphone-13-pro
