id,model_id,carrier,storage
1,1,AT&T,8GB
2,1,T-Mobile,8GB
3,1,Verizon,8GB
4,1,Other,8GB
5,1,Unlocked,8GB
6,1,AT&T,16GB
7,1,T-Mobile,16GB
8,1,Verizon,16GB
9,1,Other,16GB
10,1,Unlocked,16GB
11,1,AT&T,32GB
12,1,T-Mobile,32GB
13,1,Verizon,32GB
14,1,Other,32GB
15,1,Unlocked,32GB
16,2,AT&T,16GB
17,2,T-Mobile,16GB
18,2,Verizon,16GB
19,2,Other,16GB
20,2,Unlocked,16GB
21,2,AT&T,32GB
22,2,T-Mobile,32GB
23,2,Verizon,32GB
24,2,Other,32GB
25,2,Unlocked,32GB
26,2,AT&T,64GB
27,2,T-Mobile,64GB
28,2,Verizon,64GB
29,2,Other,64GB
30,2,Unlocked,64GB
31,3,AT&T,16GB
32,3,T-Mobile,16GB
33,3,Verizon,16GB
34,3,Other,16GB
35,3,Unlocked,16GB
36,3,AT&T,32GB
37,3,T-Mobile,32GB
38,3,Verizon,32GB
39,3,Other,32GB
40,3,Unlocked,32GB
41,3,AT&T,64GB
42,3,T-Mobile,64GB
43,3,Verizon,64GB
44,3,Other,64GB
45,3,Unlocked,64GB
46,3,AT&T,128GB
47,3,T-Mobile,128GB
48,3,Verizon,128GB
49,3,Other,128GB
50,3,Unlocked,128GB
51,4,AT&T,16GB
52,4,T-Mobile,16GB
53,4,Verizon,16GB
54,4,Other,16GB
55,4,Unlocked,16GB
56,4,AT&T,32GB
57,4,T-Mobile,32GB
58,4,Verizon,32GB
59,4,Other,32GB
60,4,Unlocked,32GB
61,4,AT&T,64GB
62,4,T-Mobile,64GB
63,4,Verizon,64GB
64,4,Other,64GB
65,4,Unlocked,64GB
66,4,AT&T,128GB
67,4,T-Mobile,128GB
68,4,Verizon,128GB
69,4,Other,128GB
70,4,Unlocked,128GB
71,5,AT&T,16GB
72,5,T-Mobile,16GB
73,5,Verizon,16GB
74,5,Other,16GB
75,5,Unlocked,16GB
76,5,AT&T,32GB
77,5,T-Mobile,32GB
78,5,Verizon,32GB
79,5,Other,32GB
80,5,Unlocked,32GB
81,5,AT&T,64GB
82,5,T-Mobile,64GB
83,5,Verizon,64GB
84,5,Other,64GB
85,5,Unlocked,64GB
86,5,AT&T,128GB
87,5,T-Mobile,128GB
88,5,Verizon,128GB
89,5,Other,128GB
90,5,Unlocked,128GB
91,6,AT&T,16GB
92,6,T-Mobile,16GB
93,6,Verizon,16GB
94,6,Other,16GB
95,6,Unlocked,16GB
96,6,AT&T,32GB
97,6,T-Mobile,32GB
98,6,Verizon,32GB
99,6,Other,32GB
100,6,Unlocked,32GB
101,6,AT&T,64GB
102,6,T-Mobile,64GB
103,6,Verizon,64GB
104,6,Other,64GB
105,6,Unlocked,64GB
106,6,AT&T,128GB
107,6,T-Mobile,128GB
108,6,Verizon,128GB
109,6,Other,128GB
110,6,Unlocked,128GB
111,7,AT&T,16GB
112,7,T-Mobile,16GB
113,7,Verizon,16GB
114,7,Other,16GB
115,7,Unlocked,16GB
116,7,AT&T,32GB
117,7,T-Mobile,32GB
118,7,Verizon,32GB
119,7,Other,32GB
120,7,Unlocked,32GB
121,7,AT&T,64GB
122,7,T-Mobile,64GB
123,7,Verizon,64GB
124,7,Other,64GB
125,7,Unlocked,64GB
126,7,AT&T,128GB
127,7,T-Mobile,128GB
128,7,Verizon,128GB
129,7,Other,128GB
130,7,Unlocked,128GB
131,8,AT&T,32GB
132,8,T-Mobile,32GB
133,8,Verizon,32GB
134,8,Other,32GB
135,8,Unlocked,32GB
136,8,AT&T,128GB
137,8,T-Mobile,128GB
138,8,Verizon,128GB
139,8,Other,128GB
140,8,Unlocked,128GB
141,8,AT&T,256GB
142,8,T-Mobile,256GB
143,8,Verizon,256GB
144,8,Other,256GB
145,8,Unlocked,256GB
146,9,AT&T,32GB
147,9,T-Mobile,32GB
148,9,Verizon,32GB
149,9,Other,32GB
150,9,Unlocked,32GB
151,9,AT&T,128GB
152,9,T-Mobile,128GB
153,9,Verizon,128GB
154,9,Other,128GB
155,9,Unlocked,128GB
156,9,AT&T,256GB
157,9,T-Mobile,256GB
158,9,Verizon,256GB
159,9,Other,256GB
160,9,Unlocked,256GB
161,10,AT&T,64GB
162,10,T-Mobile,64GB
163,10,Verizon,64GB
164,10,Other,64GB
165,10,Unlocked,64GB
166,10,AT&T,128GB
167,10,T-Mobile,128GB
168,10,Verizon,128GB
169,10,Other,128GB
170,10,Unlocked,128GB
171,10,AT&T,256GB
172,10,T-Mobile,256GB
173,10,Verizon,256GB
174,10,Other,256GB
175,10,Unlocked,256GB
176,11,AT&T,64GB
177,11,T-Mobile,64GB
178,11,Verizon,64GB
179,11,Other,64GB
180,11,Unlocked,64GB
181,11,AT&T,128GB
182,11,T-Mobile,128GB
183,11,Verizon,128GB
184,11,Other,128GB
185,11,Unlocked,128GB
186,11,AT&T,256GB
187,11,T-Mobile,256GB
188,11,Verizon,256GB
189,11,Other,256GB
190,11,Unlocked,256GB
191,12,AT&T,64GB
192,12,T-Mobile,64GB
193,12,Verizon,64GB
194,12,Other,64GB
195,12,Unlocked,64GB
196,12,AT&T,256GB
197,12,T-Mobile,256GB
198,12,Verizon,256GB
199,12,Other,256GB
200,12,Unlocked,256GB
201,13,AT&T,64GB
202,13,T-Mobile,64GB
203,13,Verizon,64GB
204,13,Other,64GB
205,13,Unlocked,64GB
206,13,AT&T,256GB
207,13,T-Mobile,256GB
208,13,Verizon,256GB
209,13,Other,256GB
210,13,Unlocked,256GB
211,13,AT&T,512GB
212,13,T-Mobile,512GB
213,13,Verizon,512GB
214,13,Other,512GB
215,13,Unlocked,512GB
216,14,AT&T,64GB
217,14,T-Mobile,64GB
218,14,Verizon,64GB
219,14,Other,64GB
220,14,Unlocked,64GB
221,14,AT&T,256GB
222,14,T-Mobile,256GB
223,14,Verizon,256GB
224,14,Other,256GB
225,14,Unlocked,256GB
226,14,AT&T,512GB
227,14,T-Mobile,512GB
228,14,Verizon,512GB
229,14,Other,512GB
230,14,Unlocked,512GB
231,15,AT&T,64GB
232,15,T-Mobile,64GB
233,15,Verizon,64GB
234,15,Other,64GB
235,15,Unlocked,64GB
236,15,AT&T,128GB
237,15,T-Mobile,128GB
238,15,Verizon,128GB
239,15,Other,128GB
240,15,Unlocked,128GB
241,15,AT&T,256GB
242,15,T-Mobile,256GB
243,15,Verizon,256GB
244,15,Other,256GB
245,15,Unlocked,256GB
246,16,AT&T,64GB
247,16,T-Mobile,64GB
248,16,Verizon,64GB
249,16,Other,64GB
250,16,Unlocked,64GB
251,16,AT&T,128GB
252,16,T-Mobile,128GB
253,16,Verizon,128GB
254,16,Other,128GB
255,16,Unlocked,128GB
256,16,AT&T,256GB
257,16,T-Mobile,256GB
258,16,Verizon,256GB
259,16,Other,256GB
260,16,Unlocked,256GB
261,17,AT&T,64GB
262,17,T-Mobile,64GB
263,17,Verizon,64GB
264,17,Other,64GB
265,17,Unlocked,64GB
266,17,AT&T,256GB
267,17,T-Mobile,256GB
268,17,Verizon,256GB
269,17,Other,256GB
270,17,Unlocked,256GB
271,17,AT&T,512GB
272,17,T-Mobile,512GB
273,17,Verizon,512GB
274,17,Other,512GB
275,17,Unlocked,512GB
276,18,AT&T,64GB
277,18,T-Mobile,64GB
278,18,Verizon,64GB
279,18,Other,64GB
280,18,Unlocked,64GB
281,18,AT&T,256GB
282,18,T-Mobile,256GB
283,18,Verizon,256GB
284,18,Other,256GB
285,18,Unlocked,256GB
286,18,AT&T,512GB
287,18,T-Mobile,512GB
288,18,Verizon,512GB
289,18,Other,512GB
290,18,Unlocked,512GB
291,19,AT&T,64GB
292,19,T-Mobile,64GB
293,19,Verizon,64GB
294,19,Other,64GB
295,19,Unlocked,64GB
296,19,AT&T,128GB
297,19,T-Mobile,128GB
298,19,Verizon,128GB
299,19,Other,128GB
300,19,Unlocked,128GB
301,19,AT&T,256GB
302,19,T-Mobile,256GB
303,19,Verizon,256GB
304,19,Other,256GB
305,19,Unlocked,256GB
306,20,AT&T,64GB
307,20,T-Mobile,64GB
308,20,Verizon,64GB
309,20,Other,64GB
310,20,Unlocked,64GB
311,20,AT&T,128GB
312,20,T-Mobile,128GB
313,20,Verizon,128GB
314,20,Other,128GB
315,20,Unlocked,128GB
316,20,AT&T,256GB
317,20,T-Mobile,256GB
318,20,Verizon,256GB
319,20,Other,256GB
320,20,Unlocked,256GB
321,21,AT&T,128GB
322,21,T-Mobile,128GB
323,21,Verizon,128GB
324,21,Other,128GB
325,21,Unlocked,128GB
326,21,AT&T,256GB
327,21,T-Mobile,256GB
328,21,Verizon,256GB
329,21,Other,256GB
330,21,Unlocked,256GB
331,21,AT&T,512GB
332,21,T-Mobile,512GB
333,21,Verizon,512GB
334,21,Other,512GB
335,21,Unlocked,512GB
336,22,AT&T,128GB
337,22,T-Mobile,128GB
338,22,Verizon,128GB
339,22,Other,128GB
340,22,Unlocked,128GB
341,22,AT&T,256GB
342,22,T-Mobile,256GB
343,22,Verizon,256GB
344,22,Other,256GB
345,22,Unlocked,256GB
346,22,AT&T,512GB
347,22,T-Mobile,512GB
348,22,Verizon,512GB
349,22,Other,512GB
350,22,Unlocked,512GB
351,23,AT&T,128GB
352,23,T-Mobile,128GB
353,23,Verizon,128GB
354,23,Other,128GB
355,23,Unlocked,128GB
356,23,AT&T,256GB
357,23,T-Mobile,256GB
358,23,Verizon,256GB
359,23,Other,256GB
360,23,Unlocked,256GB
361,23,AT&T,512GB
362,23,T-Mobile,512GB
363,23,Verizon,512GB
364,23,Other,512GB
365,23,Unlocked,512GB
366,24,AT&T,128GB
367,24,T-Mobile,128GB
368,24,Verizon,128GB
369,24,Other,128GB
370,24,Unlocked,128GB
371,24,AT&T,256GB
372,24,T-Mobile,256GB
373,24,Verizon,256GB
374,24,Other,256GB
375,24,Unlocked,256GB
376,24,AT&T,512GB
377,24,T-Mobile,512GB
378,24,Verizon,512GB
379,24,Other,512GB
380,24,Unlocked,512GB
381,25,AT&T,128GB
382,25,T-Mobile,128GB
383,25,Verizon,128GB
384,25,Other,128GB
385,25,Unlocked,128GB
386,25,AT&T,256GB
387,25,T-Mobile,256GB
388,25,Verizon,256GB
389,25,Other,256GB
390,25,Unlocked,256GB
391,25,AT&T,512GB
392,25,T-Mobile,512GB
393,25,Verizon,512GB
394,25,Other,512GB
395,25,Unlocked,512GB
396,25,AT&T,1TB
397,25,T-Mobile,1TB
398,25,Verizon,1TB
399,25,Other,1TB
400,25,Unlocked,1TB
401,26,AT&T,128GB
402,26,T-Mobile,128GB
403,26,Verizon,128GB
404,26,Other,128GB
405,26,Unlocked,128GB
406,26,AT&T,256GB
407,26,T-Mobile,256GB
408,26,Verizon,256GB
409,26,Other,256GB
410,26,Unlocked,256GB
411,26,AT&T,512GB
412,26,T-Mobile,512GB
413,26,Verizon,512GB
414,26,Other,512GB
415,26,Unlocked,512GB
416,26,AT&T,1TB
417,26,T-Mobile,1TB
418,26,Verizon,1TB
419,26,Other,1TB
420,26,Unlocked,1TB
421,27,AT&T,64GB
422,27,T-Mobile,64GB
423,27,Verizon,64GB
424,27,Other,64GB
425,27,Unlocked,64GB
426,27,AT&T,128GB
427,27,T-Mobile,128GB
428,27,Verizon,128GB
429,27,Other,128GB
430,27,Unlocked,128GB
431,27,AT&T,256GB
432,27,T-Mobile,256GB
433,27,Verizon,256GB
434,27,Other,256GB
435,27,Unlocked,256GB
436,28,AT&T,64GB
437,28,T-Mobile,64GB
438,28,Verizon,64GB
439,28,Other,64GB
440,28,Unlocked,64GB
441,28,AT&T,128GB
442,28,T-Mobile,128GB
443,28,Verizon,128GB
444,28,Other,128GB
445,28,Unlocked,128GB
446,28,AT&T,256GB
447,28,T-Mobile,256GB
448,28,Verizon,256GB
449,28,Other,256GB
450,28,Unlocked,256GB
451,29,AT&T,128GB
452,29,T-Mobile,128GB
453,29,Verizon,128GB
454,29,Other,128GB
455,29,Unlocked,128GB
456,29,AT&T,256GB
457,29,T-Mobile,256GB
458,29,Verizon,256GB
459,29,Other,256GB
460,29,Unlocked,256GB
461,29,AT&T,512GB
462,29,T-Mobile,512GB
463,29,Verizon,512GB
464,29,Other,512GB
465,29,Unlocked,512GB
466,30,AT&T,128GB
467,30,T-Mobile,128GB
468,30,Verizon,128GB
469,30,Other,128GB
470,30,Unlocked,128GB
471,30,AT&T,256GB
472,30,T-Mobile,256GB
473,30,Verizon,256GB
474,30,Other,256GB
475,30,Unlocked,256GB
476,30,AT&T,512GB
477,30,T-Mobile,512GB
478,30,Verizon,512GB
479,30,Other,512GB
480,30,Unlocked,512GB
481,31,AT&T,128GB
482,31,T-Mobile,128GB
483,31,Verizon,128GB
484,31,Other,128GB
485,31,Unlocked,128GB
486,31,AT&T,256GB
487,31,T-Mobile,256GB
488,31,Verizon,256GB
489,31,Other,256GB
490,31,Unlocked,256GB
491,31,AT&T,512GB
492,31,T-Mobile,512GB
493,31,Verizon,512GB
494,31,Other,512GB
495,31,Unlocked,512GB
496,31,AT&T,1TB
497,31,T-Mobile,1TB
498,31,Verizon,1TB
499,31,Other,1TB
500,31,Unlocked,1TB
501,32,AT&T,128GB
502,32,T-Mobile,128GB
503,32,Verizon,128GB
504,32,Other,128GB
505,32,Unlocked,128GB
506,32,AT&T,256GB
507,32,T-Mobile,256GB
508,32,Verizon,256GB
509,32,Other,256GB
510,32,Unlocked,256GB
511,32,AT&T,512GB
512,32,T-Mobile,512GB
513,32,Verizon,512GB
514,32,Other,512GB
515,32,Unlocked,512GB
516,32,AT&T,1TB
517,32,T-Mobile,1TB
518,32,Verizon,1TB
519,32,Other,1TB
520,32,Unlocked,1TB
521,33,AT&T,128GB
522,33,T-Mobile,128GB
523,33,Verizon,128GB
524,33,Other,128GB
525,33,Unlocked,128GB
526,33,AT&T,256GB
527,33,T-Mobile,256GB
528,33,Verizon,256GB
529,33,Other,256GB
530,33,Unlocked,256GB
531,33,AT&T,512GB
532,33,T-Mobile,512GB
533,33,Verizon,512GB
534,33,Other,512GB
535,33,Unlocked,512GB
536,34,AT&T,128GB
537,34,T-Mobile,128GB
538,34,Verizon,128GB
539,34,Other,128GB
540,34,Unlocked,128GB
541,34,AT&T,256GB
542,34,T-Mobile,256GB
543,34,Verizon,256GB
544,34,Other,256GB
545,34,Unlocked,256GB
546,34,AT&T,512GB
547,34,T-Mobile,512GB
548,34,Verizon,512GB
549,34,Other,512GB
550,34,Unlocked,512GB
551,35,AT&T,128GB
552,35,T-Mobile,128GB
553,35,Verizon,128GB
554,35,Other,128GB
555,35,Unlocked,128GB
556,35,AT&T,256GB
557,35,T-Mobile,256GB
558,35,Verizon,256GB
559,35,Other,256GB
560,35,Unlocked,256GB
561,35,AT&T,512GB
562,35,T-Mobile,512GB
563,35,Verizon,512GB
564,35,Other,512GB
565,35,Unlocked,512GB
566,35,AT&T,1TB
567,35,T-Mobile,1TB
568,35,Verizon,1TB
569,35,Other,1TB
570,35,Unlocked,1TB
571,36,AT&T,256GB
572,36,T-Mobile,256GB
573,36,Verizon,256GB
574,36,Other,256GB
575,36,Unlocked,256GB
576,36,AT&T,512GB
577,36,T-Mobile,512GB
578,36,Verizon,512GB
579,36,Other,512GB
580,36,Unlocked,512GB
581,36,AT&T,1TB
582,36,T-Mobile,1TB
583,36,Verizon,1TB
584,36,Other,1TB
585,36,Unlocked,1TB
586,37,AT&T,128GB
587,37,T-Mobile,128GB
588,37,Verizon,128GB
589,37,Other,128GB
590,37,Unlocked,128GB
591,37,AT&T,256GB
592,37,T-Mobile,256GB
593,37,Verizon,256GB
594,37,Other,256GB
595,37,Unlocked,256GB
596,37,AT&T,512GB
597,37,T-Mobile,512GB
598,37,Verizon,512GB
599,37,Other,512GB
600,37,Unlocked,512GB
601,38,T-Mobile,128GB
602,38,Verizon,128GB
603,38,Other,128GB
604,38,Unlocked,128GB
605,38,AT&T,256GB
606,38,T-Mobile,256GB
607,38,Verizon,256GB
608,38,Other,256GB
609,38,Unlocked,256GB
610,38,AT&T,512GB
611,38,T-Mobile,512GB
612,38,Verizon,512GB
613,38,Other,512GB
614,38,Unlocked,512GB
615,38,AT&T,128GB
616,39,T-Mobile,128GB
617,39,Verizon,128GB
618,39,Other,128GB
619,39,Unlocked,128GB
620,39,AT&T,256GB
621,39,T-Mobile,256GB
622,39,Verizon,256GB
623,39,Other,256GB
624,39,Unlocked,256GB
625,39,AT&T,512GB
626,39,T-Mobile,512GB
627,39,Verizon,512GB
628,39,Other,512GB
629,39,Unlocked,512GB
630,39,AT&T,1TB
631,39,T-Mobile,1TB
632,39,Verizon,1TB
633,39,Other,1TB
634,39,Unlocked,1TB
635,40,AT&T,256GB
636,40,T-Mobile,256GB
637,40,Verizon,256GB
638,40,Other,256GB
639,40,Unlocked,256GB
640,40,AT&T,512GB
641,40,T-Mobile,512GB
642,40,Verizon,512GB
643,40,Other,512GB
644,40,Unlocked,512GB
645,40,AT&T,1TB
646,40,T-Mobile,1TB
647,40,Verizon,1TB
648,40,Other,1TB
649,40,Unlocked,1TB
650,41,AT&T,128GB
651,41,T-Mobile,128GB
652,41,Verizon,128GB
653,41,Other,128GB
654,41,Unlocked,128GB
655,41,AT&T,256GB
656,41,T-Mobile,256GB
657,41,Verizon,256GB
658,41,Other,256GB
659,41,Unlocked,256GB
660,41,AT&T,512GB
661,41,T-Mobile,512GB
662,41,Verizon,512GB
663,41,Other,512GB
664,41,Unlocked,512GB
665,42,T-Mobile,256GB
666,42,Verizon,256GB
667,42,Other,256GB
668,42,Unlocked,256GB
669,42,AT&T,512GB
670,42,T-Mobile,512GB
671,42,Verizon,512GB
672,42,Other,512GB
673,42,Unlocked,512GB
674,43,AT&T,128GB
675,43,T-Mobile,128GB
676,43,Verizon,128GB
677,43,Other,128GB
678,43,Unlocked,128GB
679,43,AT&T,256GB
680,43,T-Mobile,256GB
681,43,Verizon,256GB
682,43,Other,256GB
683,43,Unlocked,256GB
684,43,AT&T,512GB
685,43,T-Mobile,512GB
686,43,Verizon,512GB
687,43,Other,512GB
688,43,Unlocked,512GB
689,44,T-Mobile,128GB
690,44,Verizon,128GB
691,44,Other,128GB
692,44,Unlocked,128GB
693,44,AT&T,256GB
694,44,T-Mobile,256GB
695,44,Verizon,256GB
696,44,Other,256GB
697,44,Unlocked,256GB
698,44,AT&T,512GB
699,44,T-Mobile,512GB
700,44,Verizon,512GB
701,44,Other,512GB
702,44,Unlocked,512GB
703,44,AT&T,1TB
704,44,T-Mobile,1TB
705,44,Verizon,1TB
706,44,Other,1TB
707,44,Unlocked,1TB
708,45,AT&T,256GB
709,45,T-Mobile,256GB
710,45,Verizon,256GB
711,45,Other,256GB
712,45,Unlocked,256GB
713,45,AT&T,512GB
714,45,T-Mobile,512GB
715,45,Verizon,512GB
716,45,Other,512GB
717,45,Unlocked,512GB
718,45,AT&T,1TB
719,45,T-Mobile,1TB
720,45,Verizon,1TB
721,45,Other,1TB
722,45,Unlocked,1TB
723,45,AT&T,2TB
724,45,T-Mobile,2TB
725,45,Verizon,2TB
726,45,Other,2TB
727,45,Unlocked,2TB
728,46,AT&T,128GB
729,46,T-Mobile,128GB
730,46,Verizon,128GB
731,46,Other,128GB
732,46,Unlocked,128GB
733,46,AT&T,256GB
734,46,T-Mobile,256GB
735,46,Verizon,256GB
736,46,Other,256GB
737,46,Unlocked,256GB
738,46,AT&T,512GB
739,46,T-Mobile,512GB
740,46,Verizon,512GB
741,46,Other,512GB
742,46,Unlocked,512GB
743,46,AT&T,1TB
744,46,T-Mobile,1TB
745,46,Verizon,1TB
746,46,Other,1TB
747,46,Unlocked,1TB
748,47,Unlocked,128GB
749,47,Unlocked,512GB
750,48,Unlocked,128GB
751,48,Unlocked,512GB
752,48,Unlocked,1TB
753,49,Unlocked,256GB
754,49,Unlocked,512GB
755,50,Unlocked,128GB
756,50,Unlocked,256GB
757,51,Unlocked,128GB
758,51,Unlocked,256GB
759,51,AT&T,512GB
760,51,T-Mobile,512GB
761,51,Unlocked,512GB
762,52,Unlocked,512GB
763,53,Unlocked,16GB
764,54,Unlocked,32GB
765,55,Unlocked,64GB
766,56,AT&T,64GB
767,56,T-Mobile,64GB
768,56,Verizon,64GB
769,56,Other,64GB
770,56,Unlocked,64GB
771,56,Other,128GB
772,56,Unlocked,128GB
773,57,Verizon,64GB
774,57,Unlocked,64GB
775,57,Verizon,128GB
776,57,Unlocked,128GB
777,58,Verizon,64GB
778,58,Other,64GB
779,58,Unlocked,64GB
780,58,Verizon,128GB
781,58,Other,128GB
782,58,Unlocked,128GB
783,59,Verizon,64GB
784,59,Other,64GB
785,59,Unlocked,64GB
786,59,Verizon,128GB
787,59,Other,128GB
788,59,Unlocked,128GB
789,60,Verizon,64GB
790,60,Unlocked,64GB
791,61,Verizon,64GB
792,61,Other,64GB
793,61,Unlocked,64GB
794,61,Verizon,128GB
795,61,Other,128GB
796,61,Unlocked,128GB
797,62,Verizon,64GB
798,62,Unlocked,64GB
799,63,AT&T,64GB
800,63,T-Mobile,64GB
801,63,Verizon,64GB
802,63,Other,64GB
803,63,Unlocked,64GB
804,63,AT&T,128GB
805,63,T-Mobile,128GB
806,63,Verizon,128GB
807,63,Other,128GB
808,63,Unlocked,128GB
809,64,AT&T,128GB
810,64,T-Mobile,128GB
811,64,Verizon,128GB
812,64,Unlocked,128GB
813,65,AT&T,128GB
814,65,T-Mobile,128GB
815,65,Verizon,128GB
816,65,Unlocked,128GB
817,66,AT&T,64GB
818,66,T-Mobile,64GB
819,66,Verizon,64GB
820,66,Unlocked,64GB
821,66,AT&T,128GB
822,66,T-Mobile,128GB
823,66,Verizon,128GB
824,66,Unlocked,128GB
825,67,AT&T,128GB
826,67,T-Mobile,128GB
827,67,Verizon,128GB
828,67,Unlocked,128GB
829,68,AT&T,128GB
830,68,T-Mobile,128GB
831,68,Unlocked,128GB
832,69,AT&T,128GB
833,69,T-Mobile,128GB
834,69,Verizon,128GB
835,69,Unlocked,128GB
836,69,AT&T,256GB
837,69,T-Mobile,256GB
838,69,Verizon,256GB
839,69,Unlocked,256GB
840,70,AT&T,128GB
841,70,T-Mobile,128GB
842,70,Verizon,128GB
843,70,Unlocked,128GB
844,70,AT&T,256GB
845,70,T-Mobile,256GB
846,70,Verizon,256GB
847,70,Unlocked,256GB
848,70,AT&T,512GB
849,70,T-Mobile,512GB
850,70,Verizon,512GB
851,70,Unlocked,512GB
852,71,AT&T,128GB
853,71,T-Mobile,128GB
854,71,Verizon,128GB
855,71,Unlocked,128GB
856,71,AT&T,256GB
857,71,T-Mobile,256GB
858,71,Verizon,256GB
859,71,Unlocked,256GB
860,72,AT&T,128GB
861,72,T-Mobile,128GB
862,72,Verizon,128GB
863,72,Other,128GB
864,72,Unlocked,128GB
865,72,AT&T,256GB
866,72,T-Mobile,256GB
867,72,Verizon,256GB
868,72,Other,256GB
869,72,Unlocked,256GB
870,73,AT&T,128GB
871,73,T-Mobile,128GB
872,73,Verizon,128GB
873,73,Other,128GB
874,73,Unlocked,128GB
875,73,AT&T,256GB
876,73,T-Mobile,256GB
877,73,Verizon,256GB
878,73,Other,256GB
879,73,Unlocked,256GB
880,73,AT&T,512GB
881,73,T-Mobile,512GB
882,73,Verizon,512GB
883,73,Other,512GB
884,73,Unlocked,512GB
885,74,AT&T,128GB
886,74,T-Mobile,128GB
887,74,Verizon,128GB
888,74,Other,128GB
889,74,Unlocked,128GB
890,75,AT&T,256GB
891,75,T-Mobile,256GB
892,75,Verizon,256GB
893,75,Other,256GB
894,75,Unlocked,256GB
895,75,AT&T,512GB
896,75,T-Mobile,512GB
897,75,Verizon,512GB
898,75,Other,512GB
899,75,Unlocked,512GB
900,76,AT&T,128GB
901,76,T-Mobile,128GB
902,76,Verizon,128GB
903,76,Other,128GB
904,76,Unlocked,128GB
905,76,AT&T,256GB
906,76,T-Mobile,256GB
907,76,Verizon,256GB
908,76,Other,256GB
909,76,Unlocked,256GB
910,77,AT&T,128GB
911,77,T-Mobile,128GB
912,77,Verizon,128GB
913,77,Other,128GB
914,77,Unlocked,128GB
915,77,AT&T,256GB
916,77,T-Mobile,256GB
917,77,Verizon,256GB
918,77,Other,256GB
919,77,Unlocked,256GB
920,77,AT&T,512GB
921,77,T-Mobile,512GB
922,77,Verizon,512GB
923,77,Other,512GB
924,77,Unlocked,512GB
925,77,AT&T,1TB
926,77,T-Mobile,1TB
927,77,Verizon,1TB
928,77,Other,1TB
929,77,Unlocked,1TB
930,78,AT&T,128GB
931,78,T-Mobile,128GB
932,78,Verizon,128GB
933,78,Other,128GB
934,78,Unlocked,128GB
935,78,AT&T,256GB
936,78,T-Mobile,256GB
937,78,Verizon,256GB
938,78,Other,256GB
939,78,Unlocked,256GB
940,79,AT&T,256GB
941,79,T-Mobile,256GB
942,79,Verizon,256GB
943,79,Other,256GB
944,79,Unlocked,256GB
945,79,AT&T,512GB
946,79,T-Mobile,512GB
947,79,Verizon,512GB
948,79,Other,512GB
949,79,Unlocked,512GB
950,80,AT&T,128GB
951,80,T-Mobile,128GB
952,80,Verizon,128GB
953,80,Other,128GB
954,80,Unlocked,128GB
955,80,AT&T,256GB
956,80,T-Mobile,256GB
957,80,Verizon,256GB
958,80,Other,256GB
959,80,Unlocked,256GB
960,81,AT&T,128GB
961,81,T-Mobile,128GB
962,81,Verizon,128GB
963,81,Other,128GB
964,81,Unlocked,128GB
965,81,AT&T,256GB
966,81,T-Mobile,256GB
967,81,Verizon,256GB
968,81,Other,256GB
969,81,Unlocked,256GB
970,82,AT&T,128GB
971,82,T-Mobile,128GB
972,82,Verizon,128GB
973,82,Other,128GB
974,82,Unlocked,128GB
975,82,AT&T,256GB
976,82,T-Mobile,256GB
977,82,Verizon,256GB
978,82,Other,256GB
979,82,Unlocked,256GB
980,82,AT&T,512GB
981,82,T-Mobile,512GB
982,82,Verizon,512GB
983,82,Other,512GB
984,82,Unlocked,512GB
985,82,AT&T,1TB
986,82,T-Mobile,1TB
987,82,Verizon,1TB
988,82,Other,1TB
989,82,Unlocked,1TB
990,83,AT&T,128GB
991,83,T-Mobile,128GB
992,83,Verizon,128GB
993,83,Other,128GB
994,83,Unlocked,128GB
995,83,AT&T,256GB
996,83,T-Mobile,256GB
997,83,Verizon,256GB
998,83,Other,256GB
999,83,Unlocked,256GB
1000,83,AT&T,512GB
1001,83,T-Mobile,512GB
1002,83,Verizon,512GB
1003,83,Other,512GB
1004,83,Unlocked,512GB
1005,83,AT&T,1TB
1006,83,T-Mobile,1TB
1007,83,Verizon,1TB
1008,83,Other,1TB
1009,83,Unlocked,1TB
1010,84,AT&T,256GB
1011,84,T-Mobile,256GB
1012,84,Verizon,256GB
1013,84,Other,256GB
1014,84,Unlocked,256GB
1015,84,AT&T,512GB
1016,84,T-Mobile,512GB
1017,84,Verizon,512GB
1018,84,Other,512GB
1019,84,Unlocked,512GB
1020,84,AT&T,1TB
1021,84,T-Mobile,1TB
1022,84,Verizon,1TB
1023,84,Other,1TB
1024,84,Unlocked,1TB
1025,85,AT&T,128GB
1026,85,T-Mobile,128GB
1027,85,Verizon,128GB
1028,85,Other,128GB
1029,85,Unlocked,128GB
1030,85,AT&T,256GB
1031,85,T-Mobile,256GB
1032,85,Verizon,256GB
1033,85,Other,256GB
1034,85,Unlocked,256GB
1035,86,AT&T,128GB
1036,86,T-Mobile,128GB
1037,86,Verizon,128GB
1038,86,Other,128GB
1039,86,Unlocked,128GB
1040,86,AT&T,256GB
1041,86,T-Mobile,256GB
1042,86,Verizon,256GB
1043,86,Other,256GB
1044,86,Unlocked,256GB
1045,87,AT&T,128GB
1046,87,T-Mobile,128GB
1047,87,Verizon,128GB
1048,87,Other,128GB
1049,87,Unlocked,128GB
1050,87,AT&T,256GB
1051,87,T-Mobile,256GB
1052,87,Verizon,256GB
