variant_id,condition,price,enabled
129,Flawless,0.0,False
129,Good,0.0,False
129,Fair,0.0,False
129,Minor Damage,0.0,False
129,Broken,0.0,False
130,Brand New,0.0,False
130,Flawless,0.0,False
130,Good,0.0,False
130,Fair,0.0,False
130,Minor Damage,0.0,False
130,Broken,0.0,False
131,Brand New,0.0,False
131,Flawless,0.0,False
131,Good,0.0,False
131,Fair,0.0,False
131,Minor Damage,0.0,False
131,Broken,0.0,False
132,Brand New,0.0,False
132,Flawless,0.0,False
132,Good,0.0,False
132,Fair,0.0,False
132,Minor Damage,0.0,False
132,Broken,0.0,False
133,Brand New,0.0,False
133,Flawless,0.0,False
133,Good,0.0,False
133,Fair,0.0,False
133,Minor Damage,0.0,False
133,Broken,0.0,False
134,Brand New,0.0,False
134,Flawless,0.0,False
134,Good,0.0,False
134,Fair,0.0,False
134,Minor Damage,0.0,False
134,Broken,0.0,False
135,Brand New,0.0,False
135,Flawless,0.0,False
135,Good,0.0,False
135,Fair,0.0,False
135,Minor Damage,0.0,False
135,Broken,0.0,False
136,Brand New,0.0,False
136,Flawless,0.0,False
136,Good,0.0,False
136,Fair,0.0,False
136,Minor Damage,0.0,False
136,Broken,0.0,False
137,Brand New,0.0,False
137,Flawless,0.0,False
137,Good,0.0,False
137,Fair,0.0,False
137,Minor Damage,0.0,False
137,Broken,0.0,False
138,Brand New,0.0,False
138,Flawless,0.0,False
138,Good,0.0,False
138,Fair,0.0,False
138,Minor Damage,0.0,False
138,Broken,0.0,False
139,Brand New,0.0,False
139,Flawless,0.0,False
139,Good,0.0,False
139,Fair,0.0,False
139,Minor Damage,0.0,False
139,Broken,0.0,False
140,Brand New,0.0,False
140,Flawless,0.0,False
140,Good,0.0,False
140,Fair,0.0,False
140,Minor Damage,0.0,False
140,Broken,0.0,False
141,Brand New,0.0,False
141,Flawless,0.0,False
141,Good,0.0,False
141,Fair,0.0,False
141,Minor Damage,0.0,False
141,Broken,0.0,False
142,Brand New,0.0,False
142,Flawless,0.0,False
142,Good,0.0,False
142,Fair,0.0,False
142,Minor Damage,0.0,False
142,Broken,0.0,False
143,Brand New,0.0,False
143,Flawless,0.0,False
143,Good,0.0,False
143,Fair,0.0,False
143,Minor Damage,0.0,False
143,Broken,0.0,False
144,Brand New,0.0,False
144,Flawless,0.0,False
144,Good,0.0,False
144,Fair,0.0,False
144,Minor Damage,0.0,False
144,Broken,0.0,False
145,Brand New,0.0,False
145,Flawless,0.0,False
145,Good,0.0,False
145,Fair,0.0,False
145,Minor Damage,0.0,False
145,Broken,0.0,False
146,Brand New,0.0,False
146,Flawless,0.0,False
146,Good,0.0,False
146,Fair,0.0,False
146,Minor Damage,0.0,False
146,Broken,0.0,False
147,Brand New,0.0,False
147,Flawless,0.0,False
147,Good,0.0,False
147,Fair,0.0,False
147,Minor Damage,0.0,False
147,Broken,0.0,False
148,Brand New,0.0,False
148,Flawless,0.0,False
148,Good,0.0,False
148,Fair,0.0,False
148,Minor Damage,0.0,False
148,Broken,0.0,False
149,Brand New,0.0,False
149,Fair,0.0,False
149,Flawless,0.0,False
149,Minor Damage,0.0,False
149,Good,0.0,False
149,Broken,0.0,False
150,Brand New,0.0,False
150,Flawless,0.0,False
150,Good,0.0,False
150,Fair,0.0,False
150,Minor Damage,0.0,False
150,Broken,0.0,False
151,Brand New,0.0,False
151,Flawless,0.0,False
151,Good,0.0,False
151,Fair,0.0,False
151,Minor Damage,0.0,False
151,Broken,0.0,False
